"route_short_name";"trip_id";"direction_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N12";113335671237520000;1;"01:52:00";"01:52:00";"5921B";1;0;1
"N12";113335671237520000;1;"01:52:19";"01:52:19";"1258B";2;0;0
"N12";113335671237520000;1;"01:53:05";"01:53:05";"5756";3;0;0
"N12";113335671237520000;1;"01:53:50";"01:53:50";"2663";4;0;0
"N12";113335671237520000;1;"01:54:19";"01:54:19";"2669";5;0;0
"N12";113335671237520000;1;"01:55:40";"01:55:40";"2665";6;0;0
"N12";113335671237520000;1;"01:57:00";"01:57:00";"5152";7;0;0
"N12";113335671237520000;1;"01:57:20";"01:57:20";"5161";8;0;0
"N12";113335671237520000;1;"01:58:15";"01:58:15";"2667";9;0;0
"N12";113335671237520000;1;"01:59:00";"01:59:00";"1240";10;0;0
"N12";113335671237520000;1;"01:59:52";"01:59:52";"1232";11;0;0
"N12";113335671237520000;1;"02:01:02";"02:01:02";"1230";12;0;0
"N12";113335671237520000;1;"02:02:00";"02:02:00";"5100B";13;0;0
"N12";113335671237520000;1;"02:02:54";"02:02:54";"5107B";14;0;0
"N12";113335671237520000;1;"02:04:05";"02:04:05";"2462";15;0;0
"N12";113335671237520000;1;"02:04:49";"02:04:49";"2463";16;0;0
"N12";113335671237520000;1;"02:06:00";"02:06:00";"2333";17;0;0
"N12";113335671237520000;1;"02:07:21";"02:07:21";"2465";18;0;0
"N12";113335671237520000;1;"02:08:00";"02:08:00";"2470";19;0;0
"N12";113335671237520000;1;"02:09:16";"02:09:16";"1125";20;0;0
"N12";113335671237520000;1;"02:10:28";"02:10:28";"1126";21;0;0
"N12";113335671237520000;1;"02:12:00";"02:12:00";"1127";22;0;0
"N12";113335671237520000;1;"02:12:25";"02:12:25";"1376B";23;0;0
"N12";113335671237520000;1;"02:13:19";"02:13:19";"1128";24;0;0
"N12";113335671237520000;1;"02:15:05";"02:15:05";"3567";25;0;0
"N12";113335671237520000;1;"02:17:00";"02:17:00";"3347";26;0;0
"N12";113335673237520000;0;"02:35:00";"02:35:00";"1794";1;0;0
"N12";113335673237520000;0;"02:36:13";"02:36:13";"2301";2;0;0
"N12";113335673237520000;0;"02:37:00";"02:37:00";"2595";3;0;0
"N12";113335673237520000;0;"02:38:00";"02:38:00";"2303";4;0;0
"N12";113335673237520000;0;"02:39:00";"02:39:00";"2212";5;0;0
"N12";113335673237520000;0;"02:41:00";"02:41:00";"2578";6;0;0
"N12";113335673237520000;0;"02:42:50";"02:42:50";"1063";7;0;0
"N12";113335673237520000;0;"02:43:58";"02:43:58";"1167";8;0;0
"N12";113335673237520000;0;"02:45:42";"02:45:42";"1168";9;0;0
"N12";113335673237520000;0;"02:47:16";"02:47:16";"1169";10;0;0
"N12";113335673237520000;0;"02:48:00";"02:48:00";"1801";11;0;0
"N12";113335673237520000;0;"02:49:09";"02:49:09";"2402";12;0;0
"N12";113335673237520000;0;"02:51:00";"02:51:00";"2334B";13;0;0
"N12";113335673237520000;0;"02:52:25";"02:52:25";"2404";14;0;0
