"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N16";113335259237518000;"24:49:00";"24:49:00";"2845";1;0;0
"N16";113335259237518000;"24:50:02";"24:50:02";"4002B";2;0;0
"N16";113335259237518000;"24:50:58";"24:50:58";"1099";3;0;0
"N16";113335259237518000;"24:53:00";"24:53:00";"1116";4;0;0
"N16";113335259237518000;"24:53:57";"24:53:57";"5102";5;0;0
"N16";113335259237518000;"24:54:58";"24:54:58";"5105";6;0;0
"N16";113335259237518000;"24:55:48";"24:55:48";"1306";7;0;0
"N16";113335259237518000;"24:56:59";"24:56:59";"1094";8;0;0
"N16";113335259237518000;"24:57:55";"24:57:55";"1108";9;0;0
"N16";113335259237518000;"24:59:00";"24:59:00";"1304";10;0;0
"N16";113335259237518000;"25:00:01";"25:00:01";"1313";11;0;0
"N16";113335259237518000;"25:00:52";"25:00:52";"1314";12;0;0
"N16";113335259237518000;"25:02:00";"25:02:00";"1112";13;0;0
"N16";113335259237518000;"25:03:33";"25:03:33";"1114B";14;0;0
"N16";113335259237518000;"25:04:14";"25:04:14";"1115";15;0;0
"N16";113335259237518000;"25:05:05";"25:05:05";"6471";16;0;0
"N16";113335259237518000;"25:06:11";"25:06:11";"3009";17;0;0
"N16";113335259237518000;"25:08:00";"25:08:00";"3260";18;0;0
"N16";113335259237518000;"25:09:14";"25:09:14";"3261";19;0;0
"N16";113335259237518000;"25:11:00";"25:11:00";"2212";20;0;0
"N16";113335259237518000;"25:13:00";"25:13:00";"2578";21;0;0
"N16";113335259237518000;"25:14:16";"25:14:16";"1063";22;0;0
"N16";113335259237518000;"25:15:03";"25:15:03";"2840";23;0;0
"N16";113335259237518000;"25:16:00";"25:16:00";"2787";24;0;0
"N16";113335259237518000;"25:17:00";"25:17:00";"1794";25;0;0
"N16";113335260237518000;"24:30:00";"24:30:00";"1794";1;0;1
"N16";113335260237518000;"24:31:13";"24:31:13";"2301";2;0;0
"N16";113335260237518000;"24:32:00";"24:32:00";"2595";3;0;0
"N16";113335260237518000;"24:33:00";"24:33:00";"2303";4;0;0
"N16";113335260237518000;"24:34:20";"24:34:20";"3320B";5;0;0
"N16";113335260237518000;"24:35:36";"24:35:36";"3221";6;0;0
"N16";113335260237518000;"24:37:00";"24:37:00";"3222";7;0;0
"N16";113335260237518000;"24:38:39";"24:38:39";"1245";8;0;0
"N16";113335260237518000;"24:40:00";"24:40:00";"1237";9;0;0
"N16";113335260237518000;"24:41:12";"24:41:12";"1244";10;0;0
"N16";113335260237518000;"24:42:35";"24:42:35";"1202";11;0;0
"N16";113335260237518000;"24:44:00";"24:44:00";"4111";12;0;0
"N16";113335260237518000;"24:44:58";"24:44:58";"1179";13;0;0
"N16";113335260237518000;"24:45:36";"24:45:36";"1180";14;0;0
"N16";113335260237518000;"24:47:09";"24:47:09";"1183";15;0;0
"N16";113335260237518000;"24:48:13";"24:48:13";"4152";16;0;0
"N16";113335260237518000;"24:49:39";"24:49:39";"1303";17;0;0
"N16";113335260237518000;"24:51:00";"24:51:00";"4153";18;0;0
"N16";113335260237518000;"24:52:43";"24:52:43";"1199";19;0;0
"N16";113335260237518000;"24:53:52";"24:53:52";"1236";20;0;0
"N16";113335260237518000;"24:55:24";"24:55:24";"1307";21;0;0
"N16";113335260237518000;"24:56:18";"24:56:18";"5168";22;0;0
"N16";113335260237518000;"24:57:45";"24:57:45";"5174";23;0;0
"N16";113335260237518000;"24:59:00";"24:59:00";"1195";24;0;0
"N16";113335260237518000;"25:00:59";"25:00:59";"1196";25;0;0
"N16";113335260237518000;"25:02:07";"25:02:07";"4059";26;0;0
"N16";113335260237518000;"25:03:00";"25:03:00";"2845";27;0;0
"N16";113335261237518000;"25:19:00";"25:19:00";"2845";1;0;0
"N16";113335261237518000;"25:20:02";"25:20:02";"4002B";2;0;0
"N16";113335261237518000;"25:20:58";"25:20:58";"1099";3;0;0
"N16";113335261237518000;"25:23:00";"25:23:00";"1116";4;0;0
"N16";113335261237518000;"25:23:57";"25:23:57";"5102";5;0;0
"N16";113335261237518000;"25:24:58";"25:24:58";"5105";6;0;0
"N16";113335261237518000;"25:25:48";"25:25:48";"1306";7;0;0
"N16";113335261237518000;"25:26:59";"25:26:59";"1094";8;0;0
"N16";113335261237518000;"25:27:55";"25:27:55";"1108";9;0;0
"N16";113335261237518000;"25:29:00";"25:29:00";"1304";10;0;0
"N16";113335261237518000;"25:30:01";"25:30:01";"1313";11;0;0
"N16";113335261237518000;"25:30:52";"25:30:52";"1314";12;0;0
"N16";113335261237518000;"25:32:00";"25:32:00";"1112";13;0;0
"N16";113335261237518000;"25:33:33";"25:33:33";"1114B";14;0;0
"N16";113335261237518000;"25:34:14";"25:34:14";"1115";15;0;0
"N16";113335261237518000;"25:35:05";"25:35:05";"6471";16;0;0
"N16";113335261237518000;"25:36:11";"25:36:11";"3009";17;0;0
"N16";113335261237518000;"25:38:00";"25:38:00";"3260";18;0;0
"N16";113335261237518000;"25:39:14";"25:39:14";"3261";19;0;0
"N16";113335261237518000;"25:41:00";"25:41:00";"2212";20;0;0
"N16";113335261237518000;"25:43:00";"25:43:00";"2578";21;0;0
"N16";113335261237518000;"25:44:16";"25:44:16";"1063";22;0;0
"N16";113335261237518000;"25:45:03";"25:45:03";"2840";23;0;0
"N16";113335261237518000;"25:46:00";"25:46:00";"2787";24;0;0
"N16";113335261237518000;"25:47:00";"25:47:00";"1794";25;0;0
"N16";113335265237518000;"26:00:00";"26:00:00";"1794";1;0;1
"N16";113335265237518000;"26:01:13";"26:01:13";"2301";2;0;0
"N16";113335265237518000;"26:02:00";"26:02:00";"2595";3;0;0
"N16";113335265237518000;"26:03:00";"26:03:00";"2303";4;0;0
"N16";113335265237518000;"26:04:20";"26:04:20";"3320B";5;0;0
"N16";113335265237518000;"26:05:36";"26:05:36";"3221";6;0;0
"N16";113335265237518000;"26:07:00";"26:07:00";"3222";7;0;0
"N16";113335265237518000;"26:08:39";"26:08:39";"1245";8;0;0
"N16";113335265237518000;"26:10:00";"26:10:00";"1237";9;0;0
"N16";113335265237518000;"26:11:12";"26:11:12";"1244";10;0;0
"N16";113335265237518000;"26:12:35";"26:12:35";"1202";11;0;0
"N16";113335265237518000;"26:14:00";"26:14:00";"4111";12;0;0
"N16";113335265237518000;"26:14:58";"26:14:58";"1179";13;0;0
"N16";113335265237518000;"26:15:36";"26:15:36";"1180";14;0;0
"N16";113335265237518000;"26:17:09";"26:17:09";"1183";15;0;0
"N16";113335265237518000;"26:18:13";"26:18:13";"4152";16;0;0
"N16";113335265237518000;"26:19:39";"26:19:39";"1303";17;0;0
"N16";113335265237518000;"26:21:00";"26:21:00";"4153";18;0;0
"N16";113335265237518000;"26:22:43";"26:22:43";"1199";19;0;0
"N16";113335265237518000;"26:23:52";"26:23:52";"1236";20;0;0
"N16";113335265237518000;"26:25:24";"26:25:24";"1307";21;0;0
"N16";113335265237518000;"26:26:18";"26:26:18";"5168";22;0;0
"N16";113335265237518000;"26:27:45";"26:27:45";"5174";23;0;0
"N16";113335265237518000;"26:29:00";"26:29:00";"1195";24;0;0
"N16";113335265237518000;"26:30:59";"26:30:59";"1196";25;0;0
"N16";113335265237518000;"26:32:07";"26:32:07";"4059";26;0;0
"N16";113335265237518000;"26:33:00";"26:33:00";"2845";27;0;0
"N16";113335266237518000;"26:19:00";"26:19:00";"2845";1;0;0
"N16";113335266237518000;"26:20:02";"26:20:02";"4002B";2;0;0
"N16";113335266237518000;"26:20:58";"26:20:58";"1099";3;0;0
"N16";113335266237518000;"26:23:00";"26:23:00";"1116";4;0;0
"N16";113335266237518000;"26:23:57";"26:23:57";"5102";5;0;0
"N16";113335266237518000;"26:24:58";"26:24:58";"5105";6;0;0
"N16";113335266237518000;"26:25:48";"26:25:48";"1306";7;0;0
"N16";113335266237518000;"26:26:59";"26:26:59";"1094";8;0;0
"N16";113335266237518000;"26:27:55";"26:27:55";"1108";9;0;0
"N16";113335266237518000;"26:29:00";"26:29:00";"1304";10;0;0
"N16";113335266237518000;"26:30:01";"26:30:01";"1313";11;0;0
"N16";113335266237518000;"26:30:52";"26:30:52";"1314";12;0;0
"N16";113335266237518000;"26:32:00";"26:32:00";"1112";13;0;0
"N16";113335266237518000;"26:33:33";"26:33:33";"1114B";14;0;0
"N16";113335266237518000;"26:34:14";"26:34:14";"1115";15;0;0
"N16";113335266237518000;"26:35:05";"26:35:05";"6471";16;0;0
"N16";113335266237518000;"26:36:11";"26:36:11";"3009";17;0;0
"N16";113335266237518000;"26:38:00";"26:38:00";"3260";18;0;0
"N16";113335266237518000;"26:39:14";"26:39:14";"3261";19;0;0
"N16";113335266237518000;"26:41:00";"26:41:00";"2212";20;0;0
"N16";113335266237518000;"26:43:00";"26:43:00";"2578";21;0;0
"N16";113335266237518000;"26:44:16";"26:44:16";"1063";22;0;0
"N16";113335266237518000;"26:45:03";"26:45:03";"2840";23;0;0
"N16";113335266237518000;"26:46:00";"26:46:00";"2787";24;0;0
"N16";113335266237518000;"26:47:00";"26:47:00";"1794";25;0;0
"N16";113335267237518000;"27:00:00";"27:00:00";"1794";1;0;1
"N16";113335267237518000;"27:01:13";"27:01:13";"2301";2;0;0
"N16";113335267237518000;"27:02:00";"27:02:00";"2595";3;0;0
"N16";113335267237518000;"27:03:00";"27:03:00";"2303";4;0;0
"N16";113335267237518000;"27:04:20";"27:04:20";"3320B";5;0;0
"N16";113335267237518000;"27:05:36";"27:05:36";"3221";6;0;0
"N16";113335267237518000;"27:07:00";"27:07:00";"3222";7;0;0
"N16";113335267237518000;"27:08:39";"27:08:39";"1245";8;0;0
"N16";113335267237518000;"27:10:00";"27:10:00";"1237";9;0;0
"N16";113335267237518000;"27:11:12";"27:11:12";"1244";10;0;0
"N16";113335267237518000;"27:12:35";"27:12:35";"1202";11;0;0
"N16";113335267237518000;"27:14:00";"27:14:00";"4111";12;0;0
"N16";113335267237518000;"27:14:58";"27:14:58";"1179";13;0;0
"N16";113335267237518000;"27:15:36";"27:15:36";"1180";14;0;0
"N16";113335267237518000;"27:17:09";"27:17:09";"1183";15;0;0
"N16";113335267237518000;"27:18:13";"27:18:13";"4152";16;0;0
"N16";113335267237518000;"27:19:39";"27:19:39";"1303";17;0;0
"N16";113335267237518000;"27:21:00";"27:21:00";"4153";18;0;0
"N16";113335267237518000;"27:22:43";"27:22:43";"1199";19;0;0
"N16";113335267237518000;"27:23:52";"27:23:52";"1236";20;0;0
"N16";113335267237518000;"27:25:24";"27:25:24";"1307";21;0;0
"N16";113335267237518000;"27:26:18";"27:26:18";"5168";22;0;0
"N16";113335267237518000;"27:27:45";"27:27:45";"5174";23;0;0
"N16";113335267237518000;"27:29:00";"27:29:00";"1195";24;0;0
"N16";113335267237518000;"27:30:59";"27:30:59";"1196";25;0;0
"N16";113335267237518000;"27:32:07";"27:32:07";"4059";26;0;0
"N16";113335267237518000;"27:33:00";"27:33:00";"2845";27;0;0
"N16";113335269237518000;"25:30:00";"25:30:00";"1794";1;0;1
"N16";113335269237518000;"25:31:13";"25:31:13";"2301";2;0;0
"N16";113335269237518000;"25:32:00";"25:32:00";"2595";3;0;0
"N16";113335269237518000;"25:33:00";"25:33:00";"2303";4;0;0
"N16";113335269237518000;"25:34:20";"25:34:20";"3320B";5;0;0
"N16";113335269237518000;"25:35:36";"25:35:36";"3221";6;0;0
"N16";113335269237518000;"25:37:00";"25:37:00";"3222";7;0;0
"N16";113335269237518000;"25:38:39";"25:38:39";"1245";8;0;0
"N16";113335269237518000;"25:40:00";"25:40:00";"1237";9;0;0
"N16";113335269237518000;"25:41:12";"25:41:12";"1244";10;0;0
"N16";113335269237518000;"25:42:35";"25:42:35";"1202";11;0;0
"N16";113335269237518000;"25:44:00";"25:44:00";"4111";12;0;0
"N16";113335269237518000;"25:44:58";"25:44:58";"1179";13;0;0
"N16";113335269237518000;"25:45:36";"25:45:36";"1180";14;0;0
"N16";113335269237518000;"25:47:09";"25:47:09";"1183";15;0;0
