"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"48";113556306238513600;"20:16:00";"20:16:00";"3630";1;0;0
"48";113556306238513600;"20:17:34";"20:17:34";"1781";2;0;0
"48";113556306238513600;"20:18:25";"20:18:25";"2744";3;0;0
"48";113556306238513600;"20:20:08";"20:20:08";"2737";4;0;0
"48";113556306238513600;"20:21:00";"20:21:00";"2733";5;0;0
"48";113556312238513600;"20:56:00";"20:56:00";"3630";1;0;0
"48";113556312238513600;"20:57:34";"20:57:34";"1781";2;0;0
"48";113556312238513600;"20:58:25";"20:58:25";"2744";3;0;0
"48";113556312238513600;"21:00:08";"21:00:08";"2737";4;0;0
"48";113556312238513600;"21:01:00";"21:01:00";"2733";5;0;0
"48";113556313238513600;"21:08:00";"21:08:00";"2733";1;0;0
"48";113556313238513600;"21:10:00";"21:10:00";"1063";2;0;0
"48";113556313238513600;"21:11:17";"21:11:17";"1167";3;0;0
"48";113556313238513600;"21:13:14";"21:13:14";"1168";4;0;0
"48";113556313238513600;"21:15:00";"21:15:00";"1169";5;0;0
"48";113556313238513600;"21:17:00";"21:17:00";"2780";6;0;0
"48";113556313238513600;"21:18:01";"21:18:01";"2539";7;0;0
"48";113556313238513600;"21:19:00";"21:19:00";"2544";8;0;0
"48";113557837238513600;"24:10:00";"24:10:00";"3630";1;0;0
"48";113557837238513600;"24:11:34";"24:11:34";"1781";2;0;0
"48";113557837238513600;"24:12:25";"24:12:25";"2744";3;0;0
"48";113557837238513600;"24:14:08";"24:14:08";"2737";4;0;0
"48";113557837238513600;"24:15:00";"24:15:00";"2733";5;0;0
"48";113557840238513600;"24:22:00";"24:22:00";"3630";1;0;0
"48";113557840238513600;"24:23:34";"24:23:34";"1781";2;0;0
"48";113557840238513600;"24:24:25";"24:24:25";"2744";3;0;0
"48";113557840238513600;"24:26:08";"24:26:08";"2737";4;0;0
"48";113557840238513600;"24:27:00";"24:27:00";"2733";5;0;0
"48";113557841238513600;"24:22:00";"24:22:00";"2733";1;0;0
"48";113557841238513600;"24:24:00";"24:24:00";"1063";2;0;0
"48";113557841238513600;"24:25:02";"24:25:02";"1167";3;0;0
"48";113557841238513600;"24:26:35";"24:26:35";"1168";4;0;0
"48";113557841238513600;"24:28:00";"24:28:00";"1169";5;0;0
"48";113557841238513600;"24:30:00";"24:30:00";"2780";6;0;0
"48";113557841238513600;"24:31:01";"24:31:01";"2539";7;0;0
"48";113557841238513600;"24:32:00";"24:32:00";"2544";8;0;0
"48";113557842238513600;"24:34:00";"24:34:00";"2733";1;0;0
"48";113557842238513600;"24:36:00";"24:36:00";"1063";2;0;0
"48";113557842238513600;"24:37:02";"24:37:02";"1167";3;0;0
"48";113557842238513600;"24:38:35";"24:38:35";"1168";4;0;0
"48";113557842238513600;"24:40:00";"24:40:00";"1169";5;0;0
"48";113557842238513600;"24:42:00";"24:42:00";"2780";6;0;0
"48";113557842238513600;"24:43:01";"24:43:01";"2539";7;0;0
"48";113557842238513600;"24:44:00";"24:44:00";"2544";8;0;0
