"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N09";113359095237604496;"24:31:00";"24:31:00";"2050";1;0;1
"N09";113359095237604496;"24:31:27";"24:31:27";"1754";2;0;0
"N09";113359095237604496;"24:33:32";"24:33:32";"1751";3;0;0
"N09";113359095237604496;"24:34:37";"24:34:37";"1756B";4;0;0
"N09";113359095237604496;"24:35:40";"24:35:40";"1757";5;0;0
"N09";113359095237604496;"24:37:22";"24:37:22";"1758B";6;0;0
"N09";113359095237604496;"24:38:00";"24:38:00";"2290B";7;0;0
"N09";113359095237604496;"24:39:17";"24:39:17";"1760";8;0;0
"N09";113359095237604496;"24:40:14";"24:40:14";"1779";9;0;0
"N09";113359095237604496;"24:43:00";"24:43:00";"4306";10;0;0
"N09";113359095237604496;"24:44:32";"24:44:32";"4307";11;0;0
"N09";113359095237604496;"24:45:22";"24:45:22";"3558";12;0;0
"N09";113359095237604496;"24:47:00";"24:47:00";"3559";13;0;0
"N09";113359095237604496;"24:47:29";"24:47:29";"3525";14;0;0
"N09";113359095237604496;"24:49:00";"24:49:00";"2351";15;0;0
"N09";113359095237604496;"24:49:43";"24:49:43";"3562B";16;0;0
"N09";113359095237604496;"24:50:42";"24:50:42";"3570";17;0;0
"N09";113359095237604496;"24:52:00";"24:52:00";"3572";18;0;0
"N09";113359095237604496;"24:52:47";"24:52:47";"5612";19;0;0
"N09";113359095237604496;"24:54:06";"24:54:06";"2963";20;0;0
"N09";113359095237604496;"24:55:01";"24:55:01";"2964B";21;0;0
"N09";113359095237604496;"24:56:00";"24:56:00";"2967B";22;0;0
"N09";113359095237604496;"24:58:00";"24:58:00";"2177";23;0;0
"N09";113359095237604496;"24:59:56";"24:59:56";"6353";24;0;0
"N09";113359095237604496;"25:02:04";"25:02:04";"3567";25;0;0
"N09";113359095237604496;"25:05:00";"25:05:00";"6443";26;0;0
"N09";113359096237604496;"24:51:00";"24:51:00";"2050";1;0;1
"N09";113359096237604496;"24:51:27";"24:51:27";"1754";2;0;0
"N09";113359096237604496;"24:53:32";"24:53:32";"1751";3;0;0
"N09";113359096237604496;"24:54:37";"24:54:37";"1756B";4;0;0
"N09";113359096237604496;"24:55:40";"24:55:40";"1757";5;0;0
"N09";113359096237604496;"24:57:22";"24:57:22";"1758B";6;0;0
"N09";113359096237604496;"24:58:00";"24:58:00";"2290B";7;0;0
"N09";113359096237604496;"24:59:17";"24:59:17";"1760";8;0;0
"N09";113359096237604496;"25:00:14";"25:00:14";"1779";9;0;0
"N09";113359096237604496;"25:03:00";"25:03:00";"4306";10;0;0
"N09";113359096237604496;"25:04:32";"25:04:32";"4307";11;0;0
"N09";113359096237604496;"25:05:22";"25:05:22";"3558";12;0;0
"N09";113359096237604496;"25:07:00";"25:07:00";"3559";13;0;0
"N09";113359096237604496;"25:07:29";"25:07:29";"3525";14;0;0
"N09";113359096237604496;"25:09:00";"25:09:00";"2351";15;0;0
"N09";113359096237604496;"25:09:43";"25:09:43";"3562B";16;0;0
"N09";113359096237604496;"25:10:42";"25:10:42";"3570";17;0;0
"N09";113359096237604496;"25:12:00";"25:12:00";"3572";18;0;0
"N09";113359096237604496;"25:12:47";"25:12:47";"5612";19;0;0
"N09";113359096237604496;"25:14:06";"25:14:06";"2963";20;0;0
"N09";113359096237604496;"25:15:01";"25:15:01";"2964B";21;0;0
"N09";113359096237604496;"25:16:00";"25:16:00";"2967B";22;0;0
"N09";113359096237604496;"25:18:00";"25:18:00";"2177";23;0;0
"N09";113359096237604496;"25:19:56";"25:19:56";"6353";24;0;0
"N09";113359096237604496;"25:22:04";"25:22:04";"3567";25;0;0
"N09";113359096237604496;"25:25:00";"25:25:00";"6443";26;0;0
"N09";113359097237604496;"25:11:00";"25:11:00";"2050";1;0;1
"N09";113359097237604496;"25:11:27";"25:11:27";"1754";2;0;0
"N09";113359097237604496;"25:13:32";"25:13:32";"1751";3;0;0
"N09";113359097237604496;"25:14:37";"25:14:37";"1756B";4;0;0
"N09";113359097237604496;"25:15:40";"25:15:40";"1757";5;0;0
"N09";113359097237604496;"25:17:22";"25:17:22";"1758B";6;0;0
"N09";113359097237604496;"25:18:00";"25:18:00";"2290B";7;0;0
"N09";113359097237604496;"25:19:17";"25:19:17";"1760";8;0;0
"N09";113359097237604496;"25:20:14";"25:20:14";"1779";9;0;0
"N09";113359097237604496;"25:23:00";"25:23:00";"4306";10;0;0
"N09";113359097237604496;"25:24:32";"25:24:32";"4307";11;0;0
"N09";113359097237604496;"25:25:22";"25:25:22";"3558";12;0;0
"N09";113359097237604496;"25:27:00";"25:27:00";"3559";13;0;0
"N09";113359097237604496;"25:27:29";"25:27:29";"3525";14;0;0
"N09";113359097237604496;"25:29:00";"25:29:00";"2351";15;0;0
"N09";113359097237604496;"25:29:43";"25:29:43";"3562B";16;0;0
"N09";113359097237604496;"25:30:42";"25:30:42";"3570";17;0;0
"N09";113359097237604496;"25:32:00";"25:32:00";"3572";18;0;0
"N09";113359097237604496;"25:32:47";"25:32:47";"5612";19;0;0
"N09";113359097237604496;"25:34:06";"25:34:06";"2963";20;0;0
"N09";113359097237604496;"25:35:01";"25:35:01";"2964B";21;0;0
"N09";113359097237604496;"25:36:00";"25:36:00";"2967B";22;0;0
"N09";113359097237604496;"25:38:00";"25:38:00";"2177";23;0;0
"N09";113359097237604496;"25:39:56";"25:39:56";"6353";24;0;0
"N09";113359097237604496;"25:42:04";"25:42:04";"3567";25;0;0
"N09";113359097237604496;"25:45:00";"25:45:00";"6443";26;0;0
