"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N10";113336025237521504;"26:26:00";"26:26:00";"3347";1;0;0
"N10";113336025237521504;"26:27:09";"26:27:09";"2301";2;0;0
"N10";113336025237521504;"26:28:00";"26:28:00";"2595";3;0;0
"N10";113336025237521504;"26:29:00";"26:29:00";"2303";4;0;0
"N10";113336025237521504;"26:30:00";"26:30:00";"2212";5;0;0
"N10";113336025237521504;"26:32:00";"26:32:00";"2578";6;0;0
"N10";113336025237521504;"26:34:24";"26:34:24";"1063";7;0;0
"N10";113336025237521504;"26:36:44";"26:36:44";"1376B";8;0;0
"N10";113336025237521504;"26:38:00";"26:38:00";"1128";9;0;0
"N10";113336025237521504;"26:41:28";"26:41:28";"1726";10;0;0
"N10";113336025237521504;"26:44:00";"26:44:00";"3518B";11;0;0
"N10";113336025237521504;"26:44:59";"26:44:59";"3506";12;0;0
"N10";113336025237521504;"26:45:55";"26:45:55";"2928";13;0;0
"N10";113336025237521504;"26:47:14";"26:47:14";"5611";14;0;0
"N10";113336025237521504;"26:48:00";"26:48:00";"3519";15;0;0
"N10";113336025237521504;"26:49:02";"26:49:02";"1903";16;0;0
"N10";113336025237521504;"26:49:55";"26:49:55";"1912";17;0;0
"N10";113336025237521504;"26:51:41";"26:51:41";"4705";18;0;0
"N10";113336025237521504;"26:53:19";"26:53:19";"6408";19;0;0
"N10";113336025237521504;"26:55:00";"26:55:00";"2122";20;0;0
"N10";113336025237521504;"26:56:08";"26:56:08";"2846";21;0;0
"N10";113336025237521504;"26:56:55";"26:56:55";"2123";22;0;0
"N10";113336025237521504;"26:58:11";"26:58:11";"2124";23;0;0
"N10";113336025237521504;"26:58:42";"26:58:42";"2125";24;0;0
"N10";113336025237521504;"26:59:47";"26:59:47";"1251";25;0;0
"N10";113336025237521504;"27:01:04";"27:01:04";"4854C";26;0;0
"N10";113336025237521504;"27:02:30";"27:02:30";"4853";27;0;0
"N10";113336025237521504;"27:04:00";"27:04:00";"6931B";28;0;0
"N10";113336025237521504;"27:05:19";"27:05:19";"2010";29;0;0
"N10";113336025237521504;"27:06:25";"27:06:25";"5032B";30;0;0
"N10";113336025237521504;"27:08:00";"27:08:00";"2148";31;1;0
