"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"12";113152188236755600;"08:43:00";"08:43:00";"5048";1;0;0
"12";113152188236755600;"08:46:58";"08:46:58";"2695";2;0;0
"12";113152188236755600;"08:51:00";"08:51:00";"2250";3;0;0
"12";113152188236755600;"08:56:00";"08:56:00";"1270B";4;0;0
"12";113152188236755600;"09:02:00";"09:02:00";"1162C";5;0;0
"12";113152188236755600;"09:04:00";"09:04:00";"6432";6;0;0
"12";113152188236755600;"09:05:00";"09:05:00";"1780";7;0;0
"12";113152199236755600;"08:40:00";"08:40:00";"5044";1;0;0
"12";113152199236755600;"08:42:03";"08:42:03";"3018";2;0;0
"12";113152199236755600;"08:50:00";"08:50:00";"9600B";3;0;0
"12";113152200236755600;"13:35:00";"13:35:00";"5044";1;0;0
"12";113152200236755600;"13:37:03";"13:37:03";"3018";2;0;0
"12";113152200236755600;"13:45:00";"13:45:00";"9600B";3;0;0
"12";113152201236755600;"18:18:00";"18:18:00";"5044";1;0;0
"12";113152201236755600;"18:20:03";"18:20:03";"3018";2;0;0
"12";113152201236755600;"18:28:00";"18:28:00";"9600B";3;0;0
"12";113163992236755600;"10:55:00";"10:55:00";"5048";1;0;0
"12";113163992236755600;"10:58:58";"10:58:58";"2695";2;0;0
"12";113163992236755600;"11:03:00";"11:03:00";"2250";3;0;0
"12";113163992236755600;"11:09:00";"11:09:00";"1270B";4;0;0
"12";113163992236755600;"11:15:00";"11:15:00";"1162C";5;0;0
"12";113163992236755600;"11:17:00";"11:17:00";"6432";6;0;0
"12";113163992236755600;"11:18:00";"11:18:00";"1780";7;0;0
"12";113411203236755600;"10:55:00";"10:55:00";"5044";1;0;0
"12";113411203236755600;"10:57:03";"10:57:03";"3018";2;0;0
"12";113411203236755600;"11:05:00";"11:05:00";"9600B";3;0;0
"12";113411204236755600;"11:10:00";"11:10:00";"5044";1;0;0
"12";113411204236755600;"11:12:03";"11:12:03";"3018";2;0;0
"12";113411204236755600;"11:20:00";"11:20:00";"9600B";3;0;0
"12";113411205236755600;"11:25:00";"11:25:00";"5044";1;0;0
"12";113411205236755600;"11:27:03";"11:27:03";"3018";2;0;0
"12";113411205236755600;"11:35:00";"11:35:00";"9600B";3;0;0
"12";113411206236755600;"11:40:00";"11:40:00";"5044";1;0;0
"12";113411206236755600;"11:42:03";"11:42:03";"3018";2;0;0
"12";113411206236755600;"11:50:00";"11:50:00";"9600B";3;0;0
"12";113411207236755600;"11:55:00";"11:55:00";"5044";1;0;0
"12";113411207236755600;"11:57:03";"11:57:03";"3018";2;0;0
"12";113411207236755600;"12:05:00";"12:05:00";"9600B";3;0;0
"12";113411208236755600;"15:40:00";"15:40:00";"5044";1;0;0
"12";113411208236755600;"15:42:03";"15:42:03";"3018";2;0;0
"12";113411208236755600;"15:50:00";"15:50:00";"9600B";3;0;0
"12";113411209236755600;"17:25:00";"17:25:00";"5044";1;0;0
"12";113411209236755600;"17:27:03";"17:27:03";"3018";2;0;0
"12";113411209236755600;"17:35:00";"17:35:00";"9600B";3;0;0
"12";113411210236755600;"17:40:00";"17:40:00";"5044";1;0;0
"12";113411210236755600;"17:42:03";"17:42:03";"3018";2;0;0
"12";113411210236755600;"17:50:00";"17:50:00";"9600B";3;0;0
"12";113411211236755600;"17:56:00";"17:56:00";"5044";1;0;0
"12";113411211236755600;"17:58:03";"17:58:03";"3018";2;0;0
"12";113411211236755600;"18:06:00";"18:06:00";"9600B";3;0;0
"12";113411212236755600;"18:11:00";"18:11:00";"5044";1;0;0
"12";113411212236755600;"18:13:03";"18:13:03";"3018";2;0;0
"12";113411212236755600;"18:21:00";"18:21:00";"9600B";3;0;0
