"route_short_name";"trip_id";"direction_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"62";113567353238562000;1;"10:12:00";"10:12:00";"5354H";1;0;0
"62";113567353238562000;1;"10:14:00";"10:14:00";"5279F";2;0;0
"62";113567353238562000;1;"10:15:51";"10:15:51";"5278F";3;0;0
"62";113567353238562000;1;"10:17:32";"10:17:32";"5277F";4;0;0
"62";113567353238562000;1;"10:19:00";"10:19:00";"5040";5;0;0
"62";113567354238562000;1;"19:07:00";"19:07:00";"5354H";1;0;0
"62";113567354238562000;1;"19:09:00";"19:09:00";"5279F";2;0;0
"62";113567354238562000;1;"19:10:51";"19:10:51";"5278F";3;0;0
"62";113567354238562000;1;"19:12:32";"19:12:32";"5277F";4;0;0
"62";113567354238562000;1;"19:14:00";"19:14:00";"5040";5;0;0
"62";113567388238562000;1;"19:17:00";"19:17:00";"5354H";1;0;0
"62";113567388238562000;1;"19:19:00";"19:19:00";"5279F";2;0;0
"62";113567388238562000;1;"19:20:51";"19:20:51";"5278F";3;0;0
"62";113567388238562000;1;"19:22:32";"19:22:32";"5277F";4;0;0
"62";113567388238562000;1;"19:24:00";"19:24:00";"5040";5;0;0
"62";113567448238562000;1;"19:32:00";"19:32:00";"5354H";1;0;0
"62";113567448238562000;1;"19:34:00";"19:34:00";"5279F";2;0;0
"62";113567448238562000;1;"19:35:51";"19:35:51";"5278F";3;0;0
"62";113567448238562000;1;"19:37:32";"19:37:32";"5277F";4;0;0
"62";113567448238562000;1;"19:39:00";"19:39:00";"5040";5;0;0
"62";113567451238562000;1;"20:44:00";"20:44:00";"5354H";1;0;0
"62";113567451238562000;1;"20:46:00";"20:46:00";"5279F";2;0;0
"62";113567451238562000;1;"20:47:51";"20:47:51";"5278F";3;0;0
"62";113567451238562000;1;"20:49:32";"20:49:32";"5277F";4;0;0
"62";113567451238562000;1;"20:51:00";"20:51:00";"5040";5;0;0
"62";113567609238562000;1;"00:49:00";"00:49:00";"5354H";1;0;0
"62";113567609238562000;1;"00:51:00";"00:51:00";"5279F";2;0;0
"62";113567609238562000;1;"00:52:51";"00:52:51";"5278F";3;0;0
"62";113567609238562000;1;"00:54:32";"00:54:32";"5277F";4;0;0
"62";113567609238562000;1;"00:56:00";"00:56:00";"5040";5;0;0
"62";113709319238975008;1;"10:12:00";"10:12:00";"5354H";1;0;0
"62";113709319238975008;1;"10:14:00";"10:14:00";"5279F";2;0;0
"62";113709319238975008;1;"10:15:51";"10:15:51";"5278F";3;0;0
"62";113709319238975008;1;"10:17:32";"10:17:32";"5277F";4;0;0
"62";113709319238975008;1;"10:19:00";"10:19:00";"5040";5;0;0
"62";113709320238975008;1;"19:07:00";"19:07:00";"5354H";1;0;0
"62";113709320238975008;1;"19:09:00";"19:09:00";"5279F";2;0;0
"62";113709320238975008;1;"19:10:51";"19:10:51";"5278F";3;0;0
"62";113709320238975008;1;"19:12:32";"19:12:32";"5277F";4;0;0
"62";113709320238975008;1;"19:14:00";"19:14:00";"5040";5;0;0
"62";113709354238975008;1;"19:17:00";"19:17:00";"5354H";1;0;0
"62";113709354238975008;1;"19:19:00";"19:19:00";"5279F";2;0;0
"62";113709354238975008;1;"19:20:51";"19:20:51";"5278F";3;0;0
"62";113709354238975008;1;"19:22:32";"19:22:32";"5277F";4;0;0
"62";113709354238975008;1;"19:24:00";"19:24:00";"5040";5;0;0
"62";113709414238975008;1;"19:32:00";"19:32:00";"5354H";1;0;0
"62";113709414238975008;1;"19:34:00";"19:34:00";"5279F";2;0;0
"62";113709414238975008;1;"19:35:51";"19:35:51";"5278F";3;0;0
"62";113709414238975008;1;"19:37:32";"19:37:32";"5277F";4;0;0
"62";113709414238975008;1;"19:39:00";"19:39:00";"5040";5;0;0
"62";113709417238975008;1;"20:44:00";"20:44:00";"5354H";1;0;0
"62";113709417238975008;1;"20:46:00";"20:46:00";"5279F";2;0;0
"62";113709417238975008;1;"20:47:51";"20:47:51";"5278F";3;0;0
"62";113709417238975008;1;"20:49:32";"20:49:32";"5277F";4;0;0
"62";113709417238975008;1;"20:51:00";"20:51:00";"5040";5;0;0
"62";113709575238975008;1;"00:49:00";"00:49:00";"5354H";1;0;0
"62";113709575238975008;1;"00:51:00";"00:51:00";"5279F";2;0;0
"62";113709575238975008;1;"00:52:51";"00:52:51";"5278F";3;0;0
"62";113709575238975008;1;"00:54:32";"00:54:32";"5277F";4;0;0
"62";113709575238975008;1;"00:56:00";"00:56:00";"5040";5;0;0
"62";113461452238162496;0;"11:55:00";"11:55:00";"5042";1;0;0
"62";113461452238162496;0;"11:56:18";"11:56:18";"5874F";2;0;0
"62";113461452238162496;0;"11:57:19";"11:57:19";"5275F";3;0;0
"62";113461452238162496;0;"11:59:00";"11:59:00";"5274F";4;0;0
"62";113461452238162496;0;"12:01:00";"12:01:00";"5308F";5;0;0
"62";113461460238162496;1;"20:29:00";"20:29:00";"5354H";1;0;0
"62";113461460238162496;1;"20:31:00";"20:31:00";"5279F";2;0;0
"62";113461460238162496;1;"20:32:51";"20:32:51";"5278F";3;0;0
"62";113461460238162496;1;"20:34:32";"20:34:32";"5277F";4;0;0
"62";113461460238162496;1;"20:36:00";"20:36:00";"5040";5;0;0
"62";113461493238162496;1;"21:30:00";"21:30:00";"5354H";1;0;0
"62";113461493238162496;1;"21:32:00";"21:32:00";"5279F";2;0;0
"62";113461493238162496;1;"21:33:51";"21:33:51";"5278F";3;0;0
"62";113461493238162496;1;"21:35:32";"21:35:32";"5277F";4;0;0
"62";113461493238162496;1;"21:37:00";"21:37:00";"5040";5;0;0
"62";113461579238162496;1;"00:49:00";"00:49:00";"5354H";1;0;0
"62";113461579238162496;1;"00:51:00";"00:51:00";"5279F";2;0;0
"62";113461579238162496;1;"00:52:51";"00:52:51";"5278F";3;0;0
"62";113461579238162496;1;"00:54:32";"00:54:32";"5277F";4;0;0
"62";113461579238162496;1;"00:56:00";"00:56:00";"5040";5;0;0
"62";113461602238162496;1;"21:45:00";"21:45:00";"5354H";1;0;0
"62";113461602238162496;1;"21:47:00";"21:47:00";"5279F";2;0;0
"62";113461602238162496;1;"21:48:51";"21:48:51";"5278F";3;0;0
"62";113461602238162496;1;"21:50:32";"21:50:32";"5277F";4;0;0
"62";113461602238162496;1;"21:52:00";"21:52:00";"5040";5;0;0
"62";113708139238972496;0;"11:54:00";"11:54:00";"5042";1;0;0
"62";113708139238972496;0;"11:55:18";"11:55:18";"5874F";2;0;0
"62";113708139238972496;0;"11:56:19";"11:56:19";"5275F";3;0;0
"62";113708139238972496;0;"11:58:00";"11:58:00";"5274F";4;0;0
"62";113708139238972496;0;"12:00:00";"12:00:00";"5308F";5;0;0
"62";113708146238972496;1;"20:29:00";"20:29:00";"5354H";1;0;0
"62";113708146238972496;1;"20:31:00";"20:31:00";"5279F";2;0;0
"62";113708146238972496;1;"20:32:51";"20:32:51";"5278F";3;0;0
"62";113708146238972496;1;"20:34:32";"20:34:32";"5277F";4;0;0
"62";113708146238972496;1;"20:36:00";"20:36:00";"5040";5;0;0
"62";113708177238972496;1;"21:30:00";"21:30:00";"5354H";1;0;0
"62";113708177238972496;1;"21:32:00";"21:32:00";"5279F";2;0;0
"62";113708177238972496;1;"21:33:51";"21:33:51";"5278F";3;0;0
"62";113708177238972496;1;"21:35:32";"21:35:32";"5277F";4;0;0
"62";113708177238972496;1;"21:37:00";"21:37:00";"5040";5;0;0
"62";113708246238972496;1;"00:49:00";"00:49:00";"5354H";1;0;0
"62";113708246238972496;1;"00:51:00";"00:51:00";"5279F";2;0;0
