"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N12";113336027237521504;"25:05:00";"25:05:00";"1794";1;0;0
"N12";113336027237521504;"25:06:13";"25:06:13";"2301";2;0;0
"N12";113336027237521504;"25:07:00";"25:07:00";"2595";3;0;0
"N12";113336027237521504;"25:08:00";"25:08:00";"2303";4;0;0
"N12";113336027237521504;"25:09:00";"25:09:00";"2212";5;0;0
"N12";113336027237521504;"25:11:00";"25:11:00";"2578";6;0;0
"N12";113336027237521504;"25:12:50";"25:12:50";"1063";7;0;0
"N12";113336027237521504;"25:13:58";"25:13:58";"1167";8;0;0
"N12";113336027237521504;"25:15:42";"25:15:42";"1168";9;0;0
"N12";113336027237521504;"25:17:16";"25:17:16";"1169";10;0;0
"N12";113336027237521504;"25:18:00";"25:18:00";"1801";11;0;0
"N12";113336027237521504;"25:19:09";"25:19:09";"2402";12;0;0
"N12";113336027237521504;"25:21:00";"25:21:00";"2334B";13;0;0
"N12";113336027237521504;"25:22:25";"25:22:25";"2404";14;0;0
"N12";113336027237521504;"25:23:20";"25:23:20";"5115";15;0;0
"N12";113336027237521504;"25:24:36";"25:24:36";"5111B";16;0;0
"N12";113336027237521504;"25:26:00";"25:26:00";"5101B";17;0;0
"N12";113336027237521504;"25:27:31";"25:27:31";"1229";18;0;0
"N12";113336027237521504;"25:28:23";"25:28:23";"1231";19;0;0
"N12";113336027237521504;"25:29:31";"25:29:31";"1239";20;0;0
"N12";113336027237521504;"25:30:17";"25:30:17";"2604";21;0;0
"N12";113336027237521504;"25:31:10";"25:31:10";"5121";22;0;0
"N12";113336027237521504;"25:32:00";"25:32:00";"5719";23;0;0
"N12";113336027237521504;"25:33:19";"25:33:19";"5720";24;0;0
"N12";113336027237521504;"25:34:53";"25:34:53";"2608";25;0;0
"N12";113336027237521504;"25:35:22";"25:35:22";"5721";26;0;0
"N12";113336027237521504;"25:36:08";"25:36:08";"5722";27;0;0
"N12";113336027237521504;"25:37:00";"25:37:00";"5723B";28;0;0
"N12";113336027237521504;"25:38:00";"25:38:00";"2477";29;1;0
