"route_short_name";"trip_id";"direction_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N18";113227753237121008;0;"00:36:00";"00:36:00";"3347";1;0;0
"N18";113227753237121008;0;"00:37:09";"00:37:09";"2301";2;0;0
"N18";113227753237121008;0;"00:38:00";"00:38:00";"2595";3;0;0
"N18";113227753237121008;0;"00:39:12";"00:39:12";"2267";4;0;0
"N18";113227753237121008;0;"00:40:51";"00:40:51";"2833";5;0;0
"N18";113227753237121008;0;"00:41:59";"00:41:59";"2269";6;0;0
"N18";113227753237121008;0;"00:42:39";"00:42:39";"2587";7;0;0
"N18";113227753237121008;0;"00:44:02";"00:44:02";"2271";8;0;0
"N18";113227753237121008;0;"00:44:57";"00:44:57";"2088";9;0;0
"N18";113227753237121008;0;"00:47:17";"00:47:17";"2537";10;0;0
"N18";113227753237121008;0;"00:48:30";"00:48:30";"2843";11;0;0
"N18";113227753237121008;0;"00:50:17";"00:50:17";"6174B";12;0;0
"N18";113227753237121008;0;"00:52:12";"00:52:12";"4123";13;0;0
"N18";113227753237121008;0;"00:53:00";"00:53:00";"4132B";14;0;0
"N18";113227753237121008;0;"00:54:45";"00:54:45";"4274";15;0;0
"N18";113227753237121008;0;"00:55:27";"00:55:27";"4956";16;0;0
"N18";113227753237121008;0;"00:57:00";"00:57:00";"4276";17;0;0
"N18";113227753237121008;0;"00:58:23";"00:58:23";"4277";18;0;0
"N18";113227753237121008;0;"00:59:38";"00:59:38";"6482";19;0;0
"N18";113227753237121008;0;"01:01:00";"01:01:00";"4265";20;1;0
"N18";113227754237121008;1;"01:16:00";"01:16:00";"4264B";1;0;1
"N18";113227754237121008;1;"01:17:24";"01:17:24";"6481";2;0;0
"N18";113227754237121008;1;"01:18:36";"01:18:36";"4229";3;0;0
"N18";113227754237121008;1;"01:20:00";"01:20:00";"4230";4;0;0
"N18";113227754237121008;1;"01:21:07";"01:21:07";"4957";5;0;0
"N18";113227754237121008;1;"01:21:42";"01:21:42";"4232";6;0;0
"N18";113227754237121008;1;"01:23:00";"01:23:00";"4131B";7;0;0
