"route_short_name";"trip_id";"direction_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"13";113243369237158000;1;"06:24:00";"06:24:00";"1732";1;0;1
"13";113243369237158000;1;"06:24:46";"06:24:46";"1743";2;0;0
"13";113243369237158000;1;"06:25:38";"06:25:38";"1744";3;0;0
"13";113243369237158000;1;"06:27:05";"06:27:05";"1334";4;0;0
"13";113243369237158000;1;"06:28:08";"06:28:08";"2849";5;0;0
"13";113243369237158000;1;"06:28:50";"06:28:50";"1606";6;0;0
"13";113243369237158000;1;"06:30:00";"06:30:00";"1746";7;0;0
"13";113243369237158000;1;"06:30:43";"06:30:43";"1008";8;0;0
"13";113243369237158000;1;"06:31:21";"06:31:21";"1009";9;0;0
"13";113243369237158000;1;"06:32:22";"06:32:22";"1010";10;0;0
"13";113243369237158000;1;"06:34:00";"06:34:00";"1747";11;0;0
"13";113243369237158000;1;"06:36:03";"06:36:03";"1748";12;0;0
"13";113243369237158000;1;"06:38:00";"06:38:00";"4112";13;0;0
"13";113243369237158000;1;"06:39:14";"06:39:14";"4105";14;0;0
"13";113243369237158000;1;"06:41:11";"06:41:11";"2423";15;0;0
"13";113243369237158000;1;"06:43:00";"06:43:00";"2519";16;0;0
"13";113243369237158000;1;"06:45:02";"06:45:02";"4116";17;0;0
"13";113243369237158000;1;"06:46:00";"06:46:00";"1112";18;0;0
"13";113243369237158000;1;"06:48:03";"06:48:03";"1114B";19;0;0
"13";113243369237158000;1;"06:48:58";"06:48:58";"1115";20;0;0
"13";113243369237158000;1;"06:52:00";"06:52:00";"4111";21;0;0
"13";113243370237158000;1;"05:47:00";"05:47:00";"1732";1;0;1
"13";113243370237158000;1;"05:47:46";"05:47:46";"1743";2;0;0
"13";113243370237158000;1;"05:48:38";"05:48:38";"1744";3;0;0
"13";113243370237158000;1;"05:50:05";"05:50:05";"1334";4;0;0
"13";113243370237158000;1;"05:51:08";"05:51:08";"2849";5;0;0
"13";113243370237158000;1;"05:51:50";"05:51:50";"1606";6;0;0
"13";113243370237158000;1;"05:53:00";"05:53:00";"1746";7;0;0
"13";113243370237158000;1;"05:53:43";"05:53:43";"1008";8;0;0
"13";113243370237158000;1;"05:54:21";"05:54:21";"1009";9;0;0
"13";113243370237158000;1;"05:55:22";"05:55:22";"1010";10;0;0
"13";113243370237158000;1;"05:57:00";"05:57:00";"1747";11;0;0
"13";113243370237158000;1;"05:58:33";"05:58:33";"1748";12;0;0
"13";113243370237158000;1;"06:00:00";"06:00:00";"4112";13;0;0
"13";113243370237158000;1;"06:00:59";"06:00:59";"4105";14;0;0
"13";113243370237158000;1;"06:02:33";"06:02:33";"2423";15;0;0
"13";113243370237158000;1;"06:04:00";"06:04:00";"2519";16;0;0
"13";113243370237158000;1;"06:05:21";"06:05:21";"4116";17;0;0
"13";113243370237158000;1;"06:06:00";"06:06:00";"1112";18;0;0
"13";113243370237158000;1;"06:07:43";"06:07:43";"1114B";19;0;0
"13";113243370237158000;1;"06:08:28";"06:08:28";"1115";20;0;0
"13";113243370237158000;1;"06:11:00";"06:11:00";"4111";21;0;0
"13";113243373237158000;0;"00:41:00";"00:41:00";"4111";1;0;0
"13";113243373237158000;0;"00:42:32";"00:42:32";"1179";2;0;0
"13";113243373237158000;0;"00:43:32";"00:43:32";"1180";3;0;0
"13";113243373237158000;0;"00:46:00";"00:46:00";"1183";4;0;0
"13";113243373237158000;0;"00:46:52";"00:46:52";"4152";5;0;0
"13";113243373237158000;0;"00:48:00";"00:48:00";"1303";6;0;0
"13";113243373237158000;0;"00:49:09";"00:49:09";"2422";7;0;0
