"route_short_name";"trip_id";"direction_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N09";113422584238072000;1;"00:09:00";"00:09:00";"3558";1;0;1
"N09";113422584238072000;1;"00:12:00";"00:12:00";"3559";2;0;0
"N09";113422584238072000;1;"00:12:29";"00:12:29";"3525";3;0;0
"N09";113422584238072000;1;"00:14:00";"00:14:00";"2351";4;0;0
"N09";113422584238072000;1;"00:14:43";"00:14:43";"3562B";5;0;0
"N09";113422584238072000;1;"00:15:42";"00:15:42";"3570";6;0;0
"N09";113422584238072000;1;"00:17:00";"00:17:00";"3572";7;0;0
"N09";113422584238072000;1;"00:17:47";"00:17:47";"5612";8;0;0
"N09";113422584238072000;1;"00:19:06";"00:19:06";"2963";9;0;0
"N09";113422584238072000;1;"00:20:01";"00:20:01";"2964B";10;0;0
"N09";113422584238072000;1;"00:21:00";"00:21:00";"2967B";11;0;0
"N09";113422584238072000;1;"00:23:00";"00:23:00";"2177";12;0;0
"N09";113422584238072000;1;"00:24:56";"00:24:56";"6353";13;0;0
"N09";113422584238072000;1;"00:27:04";"00:27:04";"3567";14;0;0
"N09";113422584238072000;1;"00:30:00";"00:30:00";"6443";15;0;0
"N09";113422586238072000;1;"00:24:00";"00:24:00";"3558";1;0;1
"N09";113422586238072000;1;"00:27:00";"00:27:00";"3559";2;0;0
"N09";113422586238072000;1;"00:27:29";"00:27:29";"3525";3;0;0
"N09";113422586238072000;1;"00:29:00";"00:29:00";"2351";4;0;0
"N09";113422586238072000;1;"00:29:43";"00:29:43";"3562B";5;0;0
"N09";113422586238072000;1;"00:30:42";"00:30:42";"3570";6;0;0
"N09";113422586238072000;1;"00:32:00";"00:32:00";"3572";7;0;0
"N09";113422586238072000;1;"00:32:47";"00:32:47";"5612";8;0;0
"N09";113422586238072000;1;"00:34:06";"00:34:06";"2963";9;0;0
"N09";113422586238072000;1;"00:35:01";"00:35:01";"2964B";10;0;0
"N09";113422586238072000;1;"00:36:00";"00:36:00";"2967B";11;0;0
"N09";113422586238072000;1;"00:38:00";"00:38:00";"2177";12;0;0
"N09";113422586238072000;1;"00:39:56";"00:39:56";"6353";13;0;0
"N09";113422586238072000;1;"00:42:04";"00:42:04";"3567";14;0;0
"N09";113422586238072000;1;"00:45:00";"00:45:00";"6443";15;0;0
"N09";113422590238072000;1;"00:51:00";"00:51:00";"2050";1;0;1
"N09";113422590238072000;1;"00:51:27";"00:51:27";"1754";2;0;0
"N09";113422590238072000;1;"00:53:32";"00:53:32";"1751";3;0;0
"N09";113422590238072000;1;"00:54:37";"00:54:37";"1756B";4;0;0
"N09";113422590238072000;1;"00:55:40";"00:55:40";"1757";5;0;0
"N09";113422590238072000;1;"00:57:22";"00:57:22";"1758B";6;0;0
"N09";113422590238072000;1;"00:58:00";"00:58:00";"2290B";7;0;0
"N09";113422590238072000;1;"00:59:17";"00:59:17";"1760";8;0;0
"N09";113422590238072000;1;"01:00:14";"01:00:14";"1779";9;0;0
"N09";113422590238072000;1;"01:03:00";"01:03:00";"4306";10;0;0
"N09";113422590238072000;1;"01:04:32";"01:04:32";"4307";11;0;0
"N09";113422590238072000;1;"01:05:22";"01:05:22";"3558";12;0;0
"N09";113422590238072000;1;"01:07:00";"01:07:00";"3559";13;0;0
"N09";113422590238072000;1;"01:07:29";"01:07:29";"3525";14;0;0
"N09";113422590238072000;1;"01:09:00";"01:09:00";"2351";15;0;0
"N09";113422590238072000;1;"01:09:43";"01:09:43";"3562B";16;0;0
"N09";113422590238072000;1;"01:10:42";"01:10:42";"3570";17;0;0
"N09";113422590238072000;1;"01:12:00";"01:12:00";"3572";18;0;0
"N09";113422590238072000;1;"01:12:47";"01:12:47";"5612";19;0;0
"N09";113422590238072000;1;"01:14:06";"01:14:06";"2963";20;0;0
"N09";113422590238072000;1;"01:15:01";"01:15:01";"2964B";21;0;0
"N09";113422590238072000;1;"01:16:00";"01:16:00";"2967B";22;0;0
"N09";113422590238072000;1;"01:18:00";"01:18:00";"2177";23;0;0
"N09";113422590238072000;1;"01:19:56";"01:19:56";"6353";24;0;0
"N09";113422590238072000;1;"01:22:04";"01:22:04";"3567";25;0;0
"N09";113422590238072000;1;"01:25:00";"01:25:00";"6443";26;0;0
"N09";113422591238072000;1;"01:11:00";"01:11:00";"2050";1;0;1
"N09";113422591238072000;1;"01:11:27";"01:11:27";"1754";2;0;0
"N09";113422591238072000;1;"01:13:32";"01:13:32";"1751";3;0;0
"N09";113422591238072000;1;"01:14:37";"01:14:37";"1756B";4;0;0
"N09";113422591238072000;1;"01:15:40";"01:15:40";"1757";5;0;0
"N09";113422591238072000;1;"01:17:22";"01:17:22";"1758B";6;0;0
"N09";113422591238072000;1;"01:18:00";"01:18:00";"2290B";7;0;0
"N09";113422591238072000;1;"01:19:17";"01:19:17";"1760";8;0;0
"N09";113422591238072000;1;"01:20:14";"01:20:14";"1779";9;0;0
"N09";113422591238072000;1;"01:23:00";"01:23:00";"4306";10;0;0
"N09";113422591238072000;1;"01:24:32";"01:24:32";"4307";11;0;0
"N09";113422591238072000;1;"01:25:22";"01:25:22";"3558";12;0;0
"N09";113422591238072000;1;"01:27:00";"01:27:00";"3559";13;0;0
"N09";113422591238072000;1;"01:27:29";"01:27:29";"3525";14;0;0
"N09";113422591238072000;1;"01:29:00";"01:29:00";"2351";15;0;0
"N09";113422591238072000;1;"01:29:43";"01:29:43";"3562B";16;0;0
"N09";113422591238072000;1;"01:30:42";"01:30:42";"3570";17;0;0
"N09";113422591238072000;1;"01:32:00";"01:32:00";"3572";18;0;0
"N09";113422591238072000;1;"01:32:47";"01:32:47";"5612";19;0;0
"N09";113422591238072000;1;"01:34:06";"01:34:06";"2963";20;0;0
"N09";113422591238072000;1;"01:35:01";"01:35:01";"2964B";21;0;0
"N09";113422591238072000;1;"01:36:00";"01:36:00";"2967B";22;0;0
"N09";113422591238072000;1;"01:38:00";"01:38:00";"2177";23;0;0
"N09";113422591238072000;1;"01:39:56";"01:39:56";"6353";24;0;0
"N09";113422591238072000;1;"01:42:04";"01:42:04";"3567";25;0;0
"N09";113422591238072000;1;"01:45:00";"01:45:00";"6443";26;0;0
"N09";113422594238072000;0;"00:50:00";"00:50:00";"6443";1;0;0
"N09";113422594238072000;0;"00:51:17";"00:51:17";"2301";2;0;0
"N09";113422594238072000;0;"00:52:00";"00:52:00";"2595";3;0;0
"N09";113422594238072000;0;"00:53:00";"00:53:00";"2303";4;0;0
"N09";113422594238072000;0;"00:54:00";"00:54:00";"2212";5;0;0
"N09";113422594238072000;0;"00:56:00";"00:56:00";"2578";6;0;0
"N09";113422594238072000;0;"00:58:24";"00:58:24";"1063";7;0;0
"N09";113422594238072000;0;"01:00:44";"01:00:44";"1376B";8;0;0
"N09";113422594238072000;0;"01:02:00";"01:02:00";"1128";9;0;0
"N09";113422594238072000;0;"01:05:28";"01:05:28";"1726";10;0;0
"N09";113422594238072000;0;"01:08:00";"01:08:00";"3518B";11;0;0
"N09";113422594238072000;0;"01:08:55";"01:08:55";"3506";12;0;0
"N09";113422594238072000;0;"01:09:47";"01:09:47";"2928";13;0;0
"N09";113422594238072000;0;"01:11:00";"01:11:00";"5611";14;0;0
"N09";113422594238072000;0;"01:12:00";"01:12:00";"3508";15;0;0
"N09";113422594238072000;0;"01:13:10";"01:13:10";"3517";16;0;0
"N09";113422594238072000;0;"01:14:44";"01:14:44";"3510B";17;0;0
"N09";113422594238072000;0;"01:16:00";"01:16:00";"2397";18;0;0
"N09";113422594238072000;0;"01:18:00";"01:18:00";"5407";19;0;0
"N09";113422594238072000;0;"01:20:05";"01:20:05";"3514";20;0;0
"N09";113422594238072000;0;"01:20:57";"01:20:57";"4362";21;0;0
"N09";113422594238072000;0;"01:23:00";"01:23:00";"4363";22;0;0
"N09";113422594238072000;0;"01:25:42";"01:25:42";"4369";23;0;0
"N09";113422594238072000;0;"01:26:31";"01:26:31";"1716";24;0;0
"N09";113422594238072000;0;"01:28:00";"01:28:00";"2291B";25;0;0
"N09";113422594238072000;0;"01:28:58";"01:28:58";"1718B";26;0;0
"N09";113422594238072000;0;"01:30:16";"01:30:16";"1719";27;0;0
"N09";113422594238072000;0;"01:31:52";"01:31:52";"1720B";28;0;0
"N09";113422594238072000;0;"01:32:50";"01:32:50";"1731";29;0;0
"N09";113422594238072000;0;"01:35:00";"01:35:00";"2050";30;1;0
"N09";113422595238072000;1;"01:51:00";"01:51:00";"2050";1;0;1
"N09";113422595238072000;1;"01:51:27";"01:51:27";"1754";2;0;0
"N09";113422595238072000;1;"01:53:32";"01:53:32";"1751";3;0;0
"N09";113422595238072000;1;"01:54:37";"01:54:37";"1756B";4;0;0
"N09";113422595238072000;1;"01:55:40";"01:55:40";"1757";5;0;0
"N09";113422595238072000;1;"01:57:22";"01:57:22";"1758B";6;0;0
"N09";113422595238072000;1;"01:58:00";"01:58:00";"2290B";7;0;0
"N09";113422595238072000;1;"01:59:17";"01:59:17";"1760";8;0;0
"N09";113422595238072000;1;"02:00:14";"02:00:14";"1779";9;0;0
"N09";113422595238072000;1;"02:03:00";"02:03:00";"4306";10;0;0
"N09";113422595238072000;1;"02:04:32";"02:04:32";"4307";11;0;0
"N09";113422595238072000;1;"02:05:22";"02:05:22";"3558";12;0;0
"N09";113422595238072000;1;"02:07:00";"02:07:00";"3559";13;0;0
"N09";113422595238072000;1;"02:07:29";"02:07:29";"3525";14;0;0
"N09";113422595238072000;1;"02:09:00";"02:09:00";"2351";15;0;0
"N09";113422595238072000;1;"02:09:43";"02:09:43";"3562B";16;0;0
"N09";113422595238072000;1;"02:10:42";"02:10:42";"3570";17;0;0
"N09";113422595238072000;1;"02:12:00";"02:12:00";"3572";18;0;0
"N09";113422595238072000;1;"02:12:47";"02:12:47";"5612";19;0;0
"N09";113422595238072000;1;"02:14:06";"02:14:06";"2963";20;0;0
"N09";113422595238072000;1;"02:15:01";"02:15:01";"2964B";21;0;0
"N09";113422595238072000;1;"02:16:00";"02:16:00";"2967B";22;0;0
"N09";113422595238072000;1;"02:18:00";"02:18:00";"2177";23;0;0
"N09";113422595238072000;1;"02:19:56";"02:19:56";"6353";24;0;0
"N09";113422595238072000;1;"02:22:04";"02:22:04";"3567";25;0;0
"N09";113422595238072000;1;"02:25:00";"02:25:00";"6443";26;0;0
"N09";113422601238072000;1;"01:31:00";"01:31:00";"2050";1;0;1
"N09";113422601238072000;1;"01:31:27";"01:31:27";"1754";2;0;0
"N09";113422601238072000;1;"01:33:32";"01:33:32";"1751";3;0;0
"N09";113422601238072000;1;"01:34:37";"01:34:37";"1756B";4;0;0
"N09";113422601238072000;1;"01:35:40";"01:35:40";"1757";5;0;0
"N09";113422601238072000;1;"01:37:22";"01:37:22";"1758B";6;0;0
"N09";113422601238072000;1;"01:38:00";"01:38:00";"2290B";7;0;0
"N09";113422601238072000;1;"01:39:17";"01:39:17";"1760";8;0;0
"N09";113422601238072000;1;"01:40:14";"01:40:14";"1779";9;0;0
"N09";113422601238072000;1;"01:43:00";"01:43:00";"4306";10;0;0
"N09";113422601238072000;1;"01:44:32";"01:44:32";"4307";11;0;0
"N09";113422601238072000;1;"01:45:22";"01:45:22";"3558";12;0;0
"N09";113422601238072000;1;"01:47:00";"01:47:00";"3559";13;0;0
"N09";113422601238072000;1;"01:47:29";"01:47:29";"3525";14;0;0
"N09";113422601238072000;1;"01:49:00";"01:49:00";"2351";15;0;0
"N09";113422601238072000;1;"01:49:43";"01:49:43";"3562B";16;0;0
"N09";113422601238072000;1;"01:50:42";"01:50:42";"3570";17;0;0
"N09";113422601238072000;1;"01:52:00";"01:52:00";"3572";18;0;0
"N09";113422601238072000;1;"01:52:47";"01:52:47";"5612";19;0;0
"N09";113422601238072000;1;"01:54:06";"01:54:06";"2963";20;0;0
"N09";113422601238072000;1;"01:55:01";"01:55:01";"2964B";21;0;0
"N09";113422601238072000;1;"01:56:00";"01:56:00";"2967B";22;0;0
"N09";113422601238072000;1;"01:58:00";"01:58:00";"2177";23;0;0
"N09";113422601238072000;1;"01:59:56";"01:59:56";"6353";24;0;0
"N09";113422601238072000;1;"02:02:04";"02:02:04";"3567";25;0;0
"N09";113422601238072000;1;"02:05:00";"02:05:00";"6443";26;0;0
"N09";113422608238072000;0;"02:10:00";"02:10:00";"6443";1;0;0
"N09";113422608238072000;0;"02:11:17";"02:11:17";"2301";2;0;0
"N09";113422608238072000;0;"02:12:00";"02:12:00";"2595";3;0;0
"N09";113422608238072000;0;"02:13:00";"02:13:00";"2303";4;0;0
"N09";113422608238072000;0;"02:14:00";"02:14:00";"2212";5;0;0
"N09";113422608238072000;0;"02:16:00";"02:16:00";"2578";6;0;0
"N09";113422608238072000;0;"02:18:24";"02:18:24";"1063";7;0;0
"N09";113422608238072000;0;"02:20:44";"02:20:44";"1376B";8;0;0
"N09";113422608238072000;0;"02:22:00";"02:22:00";"1128";9;0;0
"N09";113422608238072000;0;"02:25:28";"02:25:28";"1726";10;0;0
"N09";113422608238072000;0;"02:28:00";"02:28:00";"3518B";11;0;0
"N09";113422608238072000;0;"02:28:55";"02:28:55";"3506";12;0;0
"N09";113422608238072000;0;"02:29:47";"02:29:47";"2928";13;0;0
"N09";113422608238072000;0;"02:31:00";"02:31:00";"5611";14;0;0
"N09";113422608238072000;0;"02:32:00";"02:32:00";"3508";15;0;0
"N09";113422608238072000;0;"02:33:10";"02:33:10";"3517";16;0;0
"N09";113422608238072000;0;"02:34:44";"02:34:44";"3510B";17;0;0
"N09";113422608238072000;0;"02:36:00";"02:36:00";"2397";18;0;0
"N09";113422608238072000;0;"02:38:00";"02:38:00";"5407";19;0;0
"N09";113422608238072000;0;"02:40:05";"02:40:05";"3514";20;0;0
"N09";113422608238072000;0;"02:40:57";"02:40:57";"4362";21;0;0
"N09";113422608238072000;0;"02:43:00";"02:43:00";"4363";22;0;0
"N09";113422608238072000;0;"02:45:42";"02:45:42";"4369";23;0;0
"N09";113422608238072000;0;"02:46:31";"02:46:31";"1716";24;0;0
"N09";113422608238072000;0;"02:48:00";"02:48:00";"2291B";25;0;0
"N09";113422608238072000;0;"02:48:58";"02:48:58";"1718B";26;0;0
"N09";113422608238072000;0;"02:50:16";"02:50:16";"1719";27;0;0
"N09";113422608238072000;0;"02:51:52";"02:51:52";"1720B";28;0;0
"N09";113422608238072000;0;"02:52:50";"02:52:50";"1731";29;0;0
"N09";113422608238072000;0;"02:55:00";"02:55:00";"2050";30;1;0
"N09";113422610238072000;0;"02:30:00";"02:30:00";"6443";1;0;0
"N09";113422610238072000;0;"02:31:17";"02:31:17";"2301";2;0;0
"N09";113422610238072000;0;"02:32:00";"02:32:00";"2595";3;0;0
"N09";113422610238072000;0;"02:33:00";"02:33:00";"2303";4;0;0
"N09";113422610238072000;0;"02:34:00";"02:34:00";"2212";5;0;0
"N09";113422610238072000;0;"02:36:00";"02:36:00";"2578";6;0;0
