"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N06";113358199237596496;"24:33:00";"24:33:00";"2287";1;0;0
"N06";113358199237596496;"24:34:28";"24:34:28";"1156";2;0;0
"N06";113358199237596496;"24:35:37";"24:35:37";"1157";3;0;0
"N06";113358199237596496;"24:36:50";"24:36:50";"1158";4;0;0
"N06";113358199237596496;"24:37:19";"24:37:19";"1417B";5;0;0
"N06";113358199237596496;"24:38:00";"24:38:00";"3399";6;0;0
"N06";113358199237596496;"24:38:43";"24:38:43";"1271B";7;0;0
"N06";113358199237596496;"24:40:00";"24:40:00";"3921";8;0;0
"N06";113358199237596496;"24:41:26";"24:41:26";"1769";9;0;0
"N06";113358199237596496;"24:42:20";"24:42:20";"1983";10;0;0
"N06";113358199237596496;"24:43:00";"24:43:00";"3623B";11;0;0
"N06";113358199237596496;"24:43:39";"24:43:39";"2682";12;0;0
"N06";113358199237596496;"24:46:00";"24:46:00";"2177";13;0;0
"N06";113358199237596496;"24:48:13";"24:48:13";"6353";14;0;0
"N06";113358199237596496;"24:50:40";"24:50:40";"3567";15;0;0
"N06";113358199237596496;"24:53:00";"24:53:00";"6447";16;1;0
"N06";113358200237596496;"25:47:00";"25:47:00";"1500";1;0;1
"N06";113358200237596496;"25:47:53";"25:47:53";"1859";2;0;0
"N06";113358200237596496;"25:49:42";"25:49:42";"1874";3;0;0
"N06";113358200237596496;"25:50:51";"25:50:51";"1875";4;0;0
"N06";113358200237596496;"25:53:00";"25:53:00";"2287";5;0;0
"N06";113358200237596496;"25:54:28";"25:54:28";"1156";6;0;0
"N06";113358200237596496;"25:55:37";"25:55:37";"1157";7;0;0
"N06";113358200237596496;"25:56:50";"25:56:50";"1158";8;0;0
"N06";113358200237596496;"25:57:19";"25:57:19";"1417B";9;0;0
"N06";113358200237596496;"25:58:00";"25:58:00";"3399";10;0;0
"N06";113358200237596496;"25:58:43";"25:58:43";"1271B";11;0;0
"N06";113358200237596496;"26:00:00";"26:00:00";"3921";12;0;0
"N06";113358200237596496;"26:01:26";"26:01:26";"1769";13;0;0
"N06";113358200237596496;"26:02:20";"26:02:20";"1983";14;0;0
"N06";113358200237596496;"26:03:00";"26:03:00";"3623B";15;0;0
"N06";113358200237596496;"26:03:39";"26:03:39";"2682";16;0;0
"N06";113358200237596496;"26:06:00";"26:06:00";"2177";17;0;0
"N06";113358200237596496;"26:08:13";"26:08:13";"6353";18;0;0
"N06";113358200237596496;"26:10:40";"26:10:40";"3567";19;0;0
"N06";113358200237596496;"26:13:00";"26:13:00";"6447";20;1;0
"N06";113358201237596496;"26:17:00";"26:17:00";"1500";1;0;1
"N06";113358201237596496;"26:17:53";"26:17:53";"1859";2;0;0
"N06";113358201237596496;"26:19:42";"26:19:42";"1874";3;0;0
"N06";113358201237596496;"26:20:51";"26:20:51";"1875";4;0;0
"N06";113358201237596496;"26:23:00";"26:23:00";"2287";5;0;0
"N06";113358201237596496;"26:24:28";"26:24:28";"1156";6;0;0
"N06";113358201237596496;"26:25:37";"26:25:37";"1157";7;0;0
"N06";113358201237596496;"26:26:50";"26:26:50";"1158";8;0;0
"N06";113358201237596496;"26:27:19";"26:27:19";"1417B";9;0;0
"N06";113358201237596496;"26:28:00";"26:28:00";"3399";10;0;0
"N06";113358201237596496;"26:28:43";"26:28:43";"1271B";11;0;0
"N06";113358201237596496;"26:30:00";"26:30:00";"3921";12;0;0
"N06";113358201237596496;"26:31:26";"26:31:26";"1769";13;0;0
"N06";113358201237596496;"26:32:20";"26:32:20";"1983";14;0;0
"N06";113358201237596496;"26:33:00";"26:33:00";"3623B";15;0;0
"N06";113358201237596496;"26:33:39";"26:33:39";"2682";16;0;0
"N06";113358201237596496;"26:36:00";"26:36:00";"2177";17;0;0
"N06";113358201237596496;"26:38:13";"26:38:13";"6353";18;0;0
"N06";113358201237596496;"26:40:40";"26:40:40";"3567";19;0;0
"N06";113358201237596496;"26:43:00";"26:43:00";"6447";20;1;0
