"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"T81";113714652239010608;"05:12:00";"05:12:00";"1664";1;0;0
"T81";113714652239010608;"05:13:26";"05:13:26";"6808B";2;0;0
"T81";113714652239010608;"05:15:00";"05:15:00";"7568";3;0;0
"T81";113714652239010608;"05:16:04";"05:16:04";"2218";4;0;0
"T81";113714652239010608;"05:16:24";"05:16:24";"3057";5;0;0
"T81";113714652239010608;"05:17:29";"05:17:29";"3066";6;0;0
"T81";113714652239010608;"05:18:28";"05:18:28";"2127";7;0;0
"T81";113714652239010608;"05:20:03";"05:20:03";"2252";8;0;0
"T81";113714652239010608;"05:21:00";"05:21:00";"6483B";9;0;0
"T81";113714652239010608;"05:22:00";"05:22:00";"2254";10;0;0
"T81";113714652239010608;"05:23:46";"05:23:46";"6811B";11;0;0
"T81";113714652239010608;"05:25:00";"05:25:00";"6792";12;0;0
"T81";113714652239010608;"05:25:58";"05:25:58";"3608B";13;0;0
"T81";113714652239010608;"05:26:26";"05:26:26";"3609";14;0;0
"T81";113714652239010608;"05:27:00";"05:27:00";"2684";15;0;0
