"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"N04";113358202237596496;"24:51:00";"24:51:00";"6447";1;0;0
"N04";113358202237596496;"24:52:15";"24:52:15";"2301";2;0;0
"N04";113358202237596496;"24:53:00";"24:53:00";"2595";3;0;0
"N04";113358202237596496;"24:54:00";"24:54:00";"2303";4;0;0
"N04";113358202237596496;"24:55:00";"24:55:00";"2212";5;0;0
"N04";113358202237596496;"24:57:00";"24:57:00";"2578";6;0;0
"N04";113358202237596496;"24:59:04";"24:59:04";"1063";7;0;0
"N04";113358202237596496;"25:01:05";"25:01:05";"1376B";8;0;0
"N04";113358202237596496;"25:02:11";"25:02:11";"1128";9;0;0
"N04";113358202237596496;"25:03:14";"25:03:14";"1129";10;0;0
"N04";113358202237596496;"25:04:38";"25:04:38";"6355";11;0;0
"N04";113358202237596496;"25:06:00";"25:06:00";"6356";12;0;0
"N04";113358202237596496;"25:07:45";"25:07:45";"6357";13;0;0
"N04";113358202237596496;"25:09:00";"25:09:00";"6435";14;0;0
"N04";113358202237596496;"25:09:48";"25:09:48";"6359";15;0;0
"N04";113358202237596496;"25:10:35";"25:10:35";"6410";16;0;0
"N04";113358202237596496;"25:11:37";"25:11:37";"6418";17;0;0
"N04";113358202237596496;"25:13:00";"25:13:00";"6203";18;0;0
"N04";113358202237596496;"25:14:36";"25:14:36";"6210";19;0;0
"N04";113358202237596496;"25:16:29";"25:16:29";"6214";20;0;0
"N04";113358202237596496;"25:17:41";"25:17:41";"2249";21;0;0
"N04";113358202237596496;"25:19:12";"25:19:12";"3761";22;0;0
"N04";113358202237596496;"25:20:00";"25:20:00";"3762";23;0;0
"N04";113358202237596496;"25:21:00";"25:21:00";"3763";24;0;0
"N04";113358202237596496;"25:21:52";"25:21:52";"3766";25;0;0
"N04";113358202237596496;"25:22:47";"25:22:47";"3460";26;0;0
"N04";113358202237596496;"25:23:36";"25:23:36";"3272";27;0;0
"N04";113358202237596496;"25:24:11";"25:24:11";"3273";28;0;0
"N04";113358202237596496;"25:25:17";"25:25:17";"3274";29;0;0
"N04";113358202237596496;"25:26:00";"25:26:00";"3285";30;0;0
"N04";113358202237596496;"25:27:00";"25:27:00";"3401";31;1;0
"N04";113358203237596496;"24:23:00";"24:23:00";"3401";1;0;1
"N04";113358203237596496;"24:23:50";"24:23:50";"3210B";2;0;0
"N04";113358203237596496;"24:25:00";"24:25:00";"1535";3;0;0
"N04";113358203237596496;"24:25:29";"24:25:29";"3402";4;0;0
