"route_short_name";"trip_id";"direction_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"T82";113713468239004000;0;"09:44:00";"09:44:00";"7360";1;0;0
"T82";113713468239004000;0;"09:44:24";"09:44:24";"5101B";2;0;0
"T82";113713468239004000;0;"09:46:14";"09:46:14";"1229";3;0;0
"T82";113713468239004000;0;"09:47:16";"09:47:16";"1231";4;0;0
"T82";113713468239004000;0;"09:48:38";"09:48:38";"1239";5;0;0
"T82";113713468239004000;0;"09:49:33";"09:49:33";"2604";6;0;0
"T82";113713468239004000;0;"09:50:38";"09:50:38";"5121";7;0;0
"T82";113713468239004000;0;"09:55:00";"09:55:00";"1411";8;0;0
"T82";113713468239004000;0;"09:57:56";"09:57:56";"2608";9;0;0
"T82";113713468239004000;0;"09:59:00";"09:59:00";"5721";10;0;0
"T82";113713471239004000;1;"10:14:00";"10:14:00";"1790";1;1;1
"T82";113713471239004000;1;"10:15:00";"10:15:00";"2663";2;0;0
"T82";113713471239004000;1;"10:16:03";"10:16:03";"2669";3;0;0
"T82";113713471239004000;1;"10:18:00";"10:18:00";"1413";4;0;0
"T82";113713471239004000;1;"10:22:44";"10:22:44";"1414";5;0;0
"T82";113713471239004000;1;"10:24:11";"10:24:11";"2667";6;0;0
"T82";113713471239004000;1;"10:25:21";"10:25:21";"1240";7;0;0
"T82";113713471239004000;1;"10:26:43";"10:26:43";"1232";8;0;0
"T82";113713471239004000;1;"10:28:15";"10:28:15";"2735";9;0;0
"T82";113713471239004000;1;"10:29:30";"10:29:30";"2736";10;0;0
"T82";113713471239004000;1;"10:30:54";"10:30:54";"7903";11;0;0
"T82";113713471239004000;1;"10:32:51";"10:32:51";"5111B";12;0;0
"T82";113713471239004000;1;"10:34:00";"10:34:00";"7360";13;0;0
"T82";113713472239004000;1;"10:09:00";"10:09:00";"1790";1;1;1
"T82";113713472239004000;1;"10:10:00";"10:10:00";"2663";2;0;0
"T82";113713472239004000;1;"10:11:03";"10:11:03";"2669";3;0;0
"T82";113713472239004000;1;"10:13:00";"10:13:00";"1413";4;0;0
"T82";113713472239004000;1;"10:17:44";"10:17:44";"1414";5;0;0
"T82";113713472239004000;1;"10:19:11";"10:19:11";"2667";6;0;0
