"route_short_name";"trip_id";"arrival_time";"departure_time";"stop_id";"stop_sequence";"pickup_type";"drop_off_type"
"81";113651150238731600;"25:06:00";"25:06:00";"2286G";1;0;0
"81";113651150238731600;"25:07:00";"25:07:00";"6462F";2;0;0
"81";113651150238731600;"25:08:13";"25:08:13";"6153";3;0;0
"81";113651150238731600;"25:09:24";"25:09:24";"6009";4;0;0
"81";113651150238731600;"25:11:00";"25:11:00";"6155F";5;0;0
"81";113651150238731600;"25:11:48";"25:11:48";"6156F";6;0;0
"81";113651150238731600;"25:13:32";"25:13:32";"6157F";7;0;0
"81";113651150238731600;"25:14:55";"25:14:55";"6158H";8;0;0
"81";113651150238731600;"25:16:00";"25:16:00";"3572F";9;0;0
"81";113651150238731600;"25:17:44";"25:17:44";"2380F";10;0;0
"81";113651150238731600;"25:19:08";"25:19:08";"2972F";11;0;0
"81";113651150238731600;"25:21:06";"25:21:06";"2931F";12;0;0
"81";113651150238731600;"25:22:00";"25:22:00";"6425F";13;0;0
"81";113651150238731600;"25:23:27";"25:23:27";"6162";14;0;0
"81";113651150238731600;"25:24:39";"25:24:39";"6078";15;0;0
"81";113651150238731600;"25:26:00";"25:26:00";"2336G";16;0;0
"81";113651150238731600;"25:27:36";"25:27:36";"6165";17;0;0
"81";113651150238731600;"25:28:31";"25:28:31";"6166";18;0;0
"81";113651150238731600;"25:30:00";"25:30:00";"6175";19;0;0
