"LineID";"DirectionID";"DistanceFromPoint";"PointID";"Time";"Variance"
20;1900;0;1142;17:27:40;0
20;1900;224;1306;17:27:40;0
20;1194;199;1030;17:27:40;1
20;1194;38;1030;17:27:40;1
20;1900;175;4111;17:27:40;0
20;1194;0;1900;17:27:40;1
20;2081;344;1119;17:27:40;-1
20;1194;0;1793;17:27:40;1
20;1194;0;1307;17:27:40;1
20;1900;0;1142;02:15:03;0
20;1900;0;1118;02:15:03;0
20;1194;15;1052;02:15:03;1
20;1194;0;1900;02:15:03;1
20;1900;7;1792;02:15:03;0
20;1194;0;1900;02:15:03;1
20;2081;1;1096;02:15:03;-1
20;1194;0;1793;02:15:03;1
20;1194;96;1307;02:15:03;1
20;1900;0;1142;11:19:29;0
20;1900;176;1118;11:19:29;0
20;1194;139;1052;11:19:29;1
20;1194;0;1900;11:19:29;1
20;1900;147;1792;11:19:29;0
20;1194;0;1900;11:19:29;1
20;2081;1;1096;11:19:29;-1
20;1194;0;1793;11:19:29;1
20;1194;72;5168;11:19:29;1
20;1900;0;1142;20:30:45;0
20;1900;176;1118;20:30:45;0
20;1194;139;1052;20:30:45;1
20;1194;0;1900;20:30:45;1
20;1900;147;1792;20:30:45;0
20;1194;0;1900;20:30:45;1
20;2081;1;1096;20:30:45;-1
20;1194;0;1793;20:30:45;1
20;1194;72;5168;20:30:45;1
20;1900;0;1142;05:55:40;0
20;1900;176;1118;05:55:40;0
20;1194;139;1052;05:55:40;1
20;1194;0;1900;05:55:40;1
20;1900;147;1792;05:55:40;0
20;1194;0;1900;05:55:40;1
20;2081;1;1096;05:55:40;-1
20;1194;72;5168;05:55:40;1
20;1900;0;1142;14:43:02;0
20;1900;176;1118;14:43:02;0
20;1194;139;1052;14:43:02;1
20;1194;0;1900;14:43:02;1
20;1900;147;1792;14:43:02;0
20;1194;0;1900;14:43:02;1
20;2081;60;1096;14:43:02;-1
20;2081;1;1096;14:43:02;-1
20;1900;65;1096;14:43:02;0
20;1194;72;5168;14:43:02;1
20;2081;60;1096;02:49:15;-1
20;1900;65;1096;02:49:15;0
20;2081;60;1096;07:36:53;-1
20;1900;65;1096;07:36:53;0
20;2081;60;1096;00:47:42;-1
20;1900;65;1096;00:47:42;0
20;2081;60;1096;09:33:22;-1
20;1900;65;1096;09:33:22;0
20;1900;301;1118;02:45:55;0
20;1900;244;2081;02:45:55;0
20;1194;0;4214;02:45:55;1
20;1194;0;1900;02:45:55;1
20;1900;0;1016;02:45:55;0
20;1194;326;1051;02:45:55;1
20;2081;60;1096;02:45:55;-1
20;1194;263;4066;02:45:55;1
20;1900;65;1096;02:45:55;0
20;1194;0;1194;02:45:55;1
20;1900;82;1119;11:17:22;0
20;1900;0;4111;11:17:22;0
20;1194;91;4214;11:17:22;1
20;1194;0;1900;11:17:22;1
20;1900;162;1016;11:17:22;0
20;1194;356;1051;11:17:22;1
20;1194;263;4066;11:17:22;1
20;1194;0;1194;11:17:22;1
20;1900;382;1119;20:07:01;0
20;1900;0;4111;20:07:01;0
20;1194;292;4214;20:07:01;1
20;1194;0;1900;20:07:01;1
20;1900;200;1016;20:07:01;0
20;1194;191;1348;20:07:01;1
20;2081;60;1096;20:07:01;-1
20;1194;263;4066;20:07:01;1
20;1900;65;1096;20:07:01;0
20;1194;0;1194;20:07:01;1
20;1900;9;1096;04:30:29;0
20;1900;100;4111;04:30:29;0
20;1194;0;1793;04:30:29;1
20;1194;0;1900;04:30:29;1
20;1900;304;1016;04:30:29;0
20;1194;199;1348;04:30:29;1
20;2081;60;1096;04:30:29;-1
20;1194;267;1307;04:30:29;1
20;1900;65;1096;04:30:29;0
20;1194;0;1194;04:30:29;1
20;1900;150;1096;13:11:02;0
20;1900;213;4111;13:11:02;0
20;1194;4;1793;13:11:02;1
20;1194;0;1900;13:11:02;1
20;1900;210;1024;13:11:02;0
20;1194;237;1350;13:11:02;1
20;2081;60;1096;13:11:02;-1
20;1194;38;5168;13:11:02;1
20;1900;65;1096;13:11:02;0
20;1194;0;1194;13:11:02;1
20;1900;150;1096;22:12:03;0
20;1900;2;1792;22:12:03;0
20;1194;38;1793;22:12:03;1
20;1194;0;1900;22:12:03;1
20;1900;210;1024;22:12:03;0
20;1194;237;1350;22:12:03;1
20;2081;60;1096;22:12:03;-1
20;1194;231;5168;22:12:03;1
20;1900;65;1096;22:12:03;0
20;1194;0;1194;22:12:03;1
20;1900;150;1096;06:35:32;0
20;1900;16;1792;06:35:32;0
20;1194;38;1793;06:35:32;1
20;1194;0;1900;06:35:32;1
20;1900;210;1024;06:35:32;0
20;1194;237;1350;06:35:32;1
20;2081;60;1096;06:35:32;-1
20;1194;405;5168;06:35:32;1
20;1900;65;1096;06:35:32;0
20;1900;0;1142;06:35:32;0
20;1900;150;1096;15:29:44;0
20;1900;16;1792;15:29:44;0
20;1194;38;1793;15:29:44;1
20;1194;0;1900;15:29:44;1
20;1900;210;1024;15:29:44;0
20;1194;237;1350;15:29:44;1
20;2081;60;1096;15:29:44;-1
20;1194;405;5168;15:29:44;1
20;1900;65;1096;15:29:44;0
20;1900;0;1142;15:29:44;0
20;1900;77;1097;00:20:32;0
20;1900;352;1792;00:20:32;0
20;1194;4;2082;00:20:32;1
20;1194;0;1900;00:20:32;1
20;1900;0;1083;00:20:32;0
20;1194;0;4213;00:20:32;1
20;1194;243;5174;00:20:32;1
20;1900;341;1142;00:20:32;0
20;1900;77;1097;10:05:56;0
20;1900;352;1792;10:05:56;0
20;1194;4;2082;10:05:56;1
20;1194;0;1900;10:05:56;1
20;1900;0;1083;10:05:56;0
20;1194;0;4213;10:05:56;1
20;1194;243;5174;10:05:56;1
20;1900;341;1142;10:05:56;0
20;1900;472;1097;19:00:08;0
20;1900;371;1792;19:00:08;0
20;1194;173;2082;19:00:08;1
20;1194;0;1900;19:00:08;1
20;1900;0;1083;19:00:08;0
20;1194;0;4214;19:00:08;1
20;1900;0;1142;19:00:08;0
20;1900;227;5102;19:00:08;0
20;1900;0;2073;04:19:56;0
20;1900;42;5013;04:19:56;0
20;1194;501;2082;04:19:56;1
20;1194;0;1900;04:19:56;1
20;1900;44;1083;04:19:56;0
20;1194;96;4214;04:19:56;1
20;1900;0;1142;04:19:56;0
20;1900;0;5105;04:19:56;0
20;1900;281;2073;13:07:19;0
20;1900;42;5013;13:07:19;0
20;1194;19;2072;13:07:19;1
20;1194;0;1900;13:07:19;1
20;1900;242;1083;13:07:19;0
20;1194;319;4214;13:07:19;1
20;1900;0;1142;13:07:19;0
20;1900;239;5105;13:07:19;0
20;1900;281;2073;22:11:46;0
20;1900;42;5013;22:11:46;0
20;1194;19;2072;22:11:46;1
20;1194;0;1900;22:11:46;1
20;1900;242;1083;22:11:46;0
20;1194;319;4214;22:11:46;1
20;2081;60;1096;22:11:46;-1
20;1900;0;1142;22:11:46;0
20;1900;65;1096;22:11:46;0
20;1900;239;5105;22:11:46;0
20;1900;281;2073;07:23:04;0
20;1900;42;5013;07:23:04;0
20;1194;19;2072;07:23:04;1
20;1194;0;1900;07:23:04;1
20;1900;242;1083;07:23:04;0
20;1194;319;4214;07:23:04;1
20;1900;0;1142;07:23:04;0
20;1900;239;5105;07:23:04;0
20;1900;281;2073;15:49:56;0
20;1194;19;2072;15:49:56;1
20;1194;0;1900;15:49:56;1
20;1900;242;1083;15:49:56;0
20;1194;319;4214;15:49:56;1
20;1900;0;1142;15:49:56;0
20;1900;239;5105;15:49:56;0
20;1900;281;2073;00:09:39;0
20;1194;19;2072;00:09:39;1
20;1194;0;1900;00:09:39;1
20;1900;242;1083;00:09:39;0
20;1194;319;4214;00:09:39;1
20;1900;0;1142;00:09:39;0
20;1900;239;5105;00:09:39;0
20;2081;60;1096;18:55:12;-1
20;1900;65;1096;18:55:12;0
20;2081;60;1096;12:11:11;-1
20;1900;65;1096;12:11:11;0
20;2081;60;1096;05:18:38;-1
20;1900;65;1096;05:18:38;0
20;1900;56;5013;08:14:54;0
20;1900;241;1016;08:14:54;0
20;1194;256;4066;08:14:54;1
20;1194;185;1350;08:14:54;1
20;1194;0;1900;08:14:54;1
20;1194;4;1198;08:14:54;1
20;1900;0;1142;08:14:54;0
20;1900;218;1097;08:14:54;0
20;1900;254;5013;17:26:10;0
20;1900;112;1024;17:26:10;0
20;1194;3;1307;17:26:10;1
20;1194;528;1350;17:26:10;1
20;1194;0;1900;17:26:10;1
20;1194;152;1198;17:26:10;1
20;1900;0;1142;17:26:10;0
20;1900;218;1097;17:26:10;0
20;1900;254;5013;01:58:11;0
20;1900;112;1024;01:58:11;0
20;1194;3;1307;01:58:11;1
20;1194;528;1350;01:58:11;1
20;1194;0;1900;01:58:11;1
20;1194;152;1198;01:58:11;1
20;1900;0;1142;01:58:11;0
20;1900;218;1097;01:58:11;0
20;1900;254;5013;10:43:51;0
20;1900;112;1024;10:43:51;0
20;1194;3;1307;10:43:51;1
20;1194;528;1350;10:43:51;1
20;1194;0;1900;10:43:51;1
20;1194;152;1198;10:43:51;1
20;2081;60;1096;10:43:51;-1
20;1900;0;1142;10:43:51;0
20;1900;65;1096;10:43:51;0
20;1900;218;1097;10:43:51;0
20;1900;254;5013;19:57:10;0
20;1900;112;1024;19:57:10;0
20;1194;3;1307;19:57:10;1
20;1194;528;1350;19:57:10;1
20;1194;0;1900;19:57:10;1
20;1194;152;1198;19:57:10;1
20;1900;0;1142;19:57:10;0
20;1900;218;1097;19:57:10;0
20;1900;254;5013;04:51:02;0
20;1900;112;1024;04:51:02;0
20;1194;3;1307;04:51:02;1
20;1194;528;1350;04:51:02;1
20;1194;0;1900;04:51:02;1
20;1194;152;1198;04:51:02;1
20;1900;254;5013;13:16:13;0
20;1900;112;1024;13:16:13;0
20;1194;3;1307;13:16:13;1
20;1194;528;1350;13:16:13;1
20;1194;0;1900;13:16:13;1
20;1194;152;1198;13:16:13;1
20;2081;60;1096;22:01:59;-1
20;1900;65;1096;22:01:59;0
20;2081;60;1096;06:54:23;-1
20;1900;65;1096;06:54:23;0
20;2081;60;1096;08:28:44;-1
20;1900;65;1096;08:28:44;0
20;2081;60;1096;10:38:47;-1
20;1900;65;1096;10:38:47;0
20;2081;60;1096;19:04:07;-1
20;1900;65;1096;19:04:07;0
20;2081;60;1096;04:10:16;-1
20;1900;65;1096;04:10:16;0
20;1900;220;1024;13:13:01;0
20;1900;0;1142;13:13:01;0
20;1194;29;2082;13:13:01;1
20;1194;75;1051;13:13:01;1
20;1900;0;1142;13:13:01;0
20;1900;328;1119;13:13:01;0
20;1900;72;1792;13:13:01;0
20;1900;220;1024;22:05:30;0
20;1900;0;1142;22:05:30;0
20;1194;29;2082;22:05:30;1
20;1194;75;1051;22:05:30;1
20;1900;0;1142;22:05:30;0
20;2081;60;1096;22:05:30;-1
20;1900;328;1119;22:05:30;0
20;1900;65;1096;22:05:30;0
20;1900;72;1792;22:05:30;0
20;1900;220;1024;06:51:10;0
20;1900;0;1142;06:51:10;0
20;1194;29;2082;06:51:10;1
20;1194;75;1051;06:51:10;1
20;1900;0;1142;06:51:10;0
20;1900;328;1119;06:51:10;0
20;1900;72;1792;06:51:10;0
20;1194;66;1900;16:00:44;1
20;1194;0;1900;16:00:44;1
20;1900;0;1142;16:00:44;0
20;1194;217;2082;16:00:44;1
20;1194;88;1348;16:00:44;1
20;1900;0;1142;16:00:44;0
20;1900;173;1096;16:00:44;0
20;1900;0;5013;16:00:44;0
20;1194;66;1900;00:27:37;1
20;1194;0;1900;00:27:37;1
20;1900;0;1142;00:27:37;0
20;1194;217;2082;00:27:37;1
20;1194;88;1348;00:27:37;1
20;1900;0;1142;00:27:37;0
20;2081;60;1096;00:27:37;-1
20;1900;173;1096;00:27:37;0
20;1900;65;1096;00:27:37;0
20;1900;0;5013;00:27:37;0
20;1194;375;1900;09:08:10;1
20;1194;0;1900;09:08:10;1
20;1900;0;1142;09:08:10;0
20;1194;481;2082;09:08:10;1
20;1194;72;1350;09:08:10;1
20;1900;0;1142;09:08:10;0
20;1900;34;1097;09:08:10;0
20;1900;187;5013;09:08:10;0
20;1194;375;1900;17:48:43;1
20;1194;0;1900;17:48:43;1
20;1900;0;1142;17:48:43;0
20;1194;17;2072;17:48:43;1
20;1194;246;1350;17:48:43;1
20;1900;0;1142;17:48:43;0
20;1900;90;1097;17:48:43;0
20;1900;437;5013;17:48:43;0
