"LineID";"DirectionID";"DistanceFromPoint";"PointID ";"Time"
2;8472;0;8432;02:24:47
2;8472;0;8312;02:24:47
2;8472;0;8362;02:24:47
2;8763;0;8331;02:24:47
2;8472;0;8754;02:24:47
2;8472;1;8763;02:24:47
2;8763;0;8361;02:24:47
2;8763;0;8411;02:24:47
2;8472;1;8462;02:24:47
2;8472;1;8432;11:58:15
2;8472;1;8312;11:58:15
2;8472;1;8362;11:58:15
2;8763;0;8331;11:58:15
2;8472;0;8754;11:58:15
2;8472;1;8763;11:58:15
2;8763;1;8361;11:58:15
2;8763;0;8411;11:58:15
2;8763;0;8472;11:58:15
2;8472;0;8442;20:28:33
2;8472;0;8302;20:28:33
2;8472;1;8362;20:28:33
2;8763;1;8331;20:28:33
2;8472;1;8754;20:28:33
2;8763;0;8371;20:28:33
2;8763;0;8401;20:28:33
2;8763;0;8472;20:28:33
2;8472;0;8442;05:22:45
2;8472;1;8302;05:22:45
2;8472;0;8352;05:22:45
2;8763;0;8341;05:22:45
2;8472;0;8744;05:22:45
2;8763;1;8371;05:22:45
2;8763;0;8401;05:22:45
2;8763;0;8472;05:22:45
2;8472;0;8442;14:16:57
2;8472;0;8402;14:16:57
2;8472;1;8352;14:16:57
2;8763;1;8341;14:16:57
2;8472;0;8744;14:16:57
2;8763;1;8371;14:16:57
2;8763;1;8401;14:16:57
2;8763;0;8472;14:16:57
2;8472;0;8442;23:31:37
2;8472;1;8402;23:31:37
2;8472;0;8342;23:31:37
2;8763;0;8351;23:31:37
2;8472;0;8744;23:31:37
2;8763;0;8381;23:31:37
2;8763;0;8301;23:31:37
2;8763;0;8472;23:31:37
2;8472;0;8442;08:00:13
2;8472;0;8412;08:00:13
2;8472;1;8342;08:00:13
2;8763;1;8351;08:00:13
2;8472;1;8744;08:00:13
2;8763;1;8381;08:00:13
2;8763;1;8301;08:00:13
2;8763;0;8472;08:00:13
2;8763;0;8471;16:32:13
2;8472;0;8442;16:32:13
2;8472;0;8412;16:32:13
2;8472;0;8332;16:32:13
2;8763;1;8351;16:32:13
2;8472;0;8382;16:32:13
2;8763;0;8743;16:32:13
2;8763;1;8301;16:32:13
2;8763;0;8472;16:32:13
2;8763;0;8471;01:40:04
2;8472;0;8442;01:40:04
2;8472;1;8412;01:40:04
2;8472;0;8332;01:40:04
2;8763;0;8361;01:40:04
2;8472;1;8382;01:40:04
2;8472;0;8764;01:40:04
2;8763;0;8743;01:40:04
2;8763;0;8311;01:40:04
2;8763;0;8472;01:40:04
2;8763;1;8471;10:17:13
2;8472;0;8442;10:17:13
2;8472;0;8422;10:17:13
2;8472;0;8322;10:17:13
2;8763;0;8361;10:17:13
2;8472;1;8382;10:17:13
2;8472;0;8764;10:17:13
2;8763;1;8743;10:17:13
2;8763;1;8311;10:17:13
2;8763;0;8472;10:17:13
2;8763;1;8471;19:16:30
2;8472;0;8442;19:16:30
2;8472;0;8422;19:16:30
2;8472;0;8322;19:16:30
2;8763;1;8361;19:16:30
2;8472;0;8372;19:16:30
2;8472;0;8764;19:16:30
2;8763;0;8753;19:16:30
2;8763;1;8311;19:16:30
2;8763;0;8472;19:16:30
2;8763;0;8461;03:53:38
2;8472;0;8442;03:53:38
2;8472;0;8422;03:53:38
2;8472;1;8322;03:53:38
2;8763;1;8361;03:53:38
2;8472;0;8372;03:53:38
2;8472;1;8764;03:53:38
2;8763;0;8753;03:53:38
2;8763;0;8321;03:53:38
2;8763;0;8472;03:53:38
2;8763;1;8461;12:59:46
2;8472;1;8442;12:59:46
2;8472;0;8422;12:59:46
2;8472;0;8312;12:59:46
2;8763;0;8371;12:59:46
2;8472;0;8372;12:59:46
2;8472;0;8754;12:59:46
2;8763;1;8753;12:59:46
2;8763;0;8321;12:59:46
2;8763;0;8472;12:59:46
2;8763;0;8441;22:04:13
2;8472;0;8462;22:04:13
2;8472;1;8422;22:04:13
2;8472;1;8312;22:04:13
2;8763;1;8371;22:04:13
2;8472;1;8372;22:04:13
2;8472;1;8754;22:04:13
2;8472;0;8763;22:04:13
2;8763;1;8321;22:04:13
2;8763;0;8472;22:04:13
2;8763;0;8441;07:01:49
2;8472;0;8462;07:01:49
2;8472;0;8432;07:01:49
2;8472;0;8302;07:01:49
2;8763;0;8381;07:01:49
2;8472;0;8362;07:01:49
2;8472;0;8744;07:01:49
2;8472;0;8763;07:01:49
2;8763;0;8331;07:01:49
2;8763;0;8472;07:01:49
2;8763;1;8441;15:33:50
2;8472;1;8462;15:33:50
2;8472;0;8432;15:33:50
2;8472;0;8302;15:33:50
2;8763;0;8381;15:33:50
2;8472;0;8362;15:33:50
2;8472;0;8744;15:33:50
2;8472;1;8763;15:33:50
2;8763;1;8331;15:33:50
2;8763;0;8431;00:02:28
2;8763;0;8472;00:02:28
2;8472;1;8432;00:02:28
2;8472;1;8302;00:02:28
2;8763;1;8381;00:02:28
2;8472;1;8362;00:02:28
2;8472;1;8744;00:02:28
2;8472;1;8763;00:02:28
2;8763;0;8341;00:02:28
2;8763;0;8431;08:42:59
2;8763;0;8472;08:42:59
2;8472;0;8442;08:42:59
2;8472;0;8402;08:42:59
2;8763;0;8743;08:42:59
2;8472;0;8352;08:42:59
2;8472;0;8382;08:42:59
2;8472;1;8763;08:42:59
2;8763;1;8341;08:42:59
2;8763;0;8471;08:42:59
2;8763;1;8431;17:09:53
2;8763;0;8472;17:09:53
2;8472;0;8442;17:09:53
2;8472;1;8402;17:09:53
2;8763;0;8743;17:09:53
2;8472;0;8352;17:09:53
2;8472;1;8382;17:09:53
2;8472;1;8763;17:09:53
2;8763;1;8341;17:09:53
2;8763;0;8471;17:09:53
2;8763;0;8421;01:31:39
2;8763;0;8472;01:31:39
2;8472;1;8442;01:31:39
2;8472;0;8412;01:31:39
2;8763;1;8743;01:31:39
2;8472;0;8342;01:31:39
2;8472;0;8372;01:31:39
2;8763;0;8351;01:31:39
2;8763;1;8471;01:31:39
2;8763;1;8421;10:01:58
2;8763;0;8472;10:01:58
2;8472;1;8442;10:01:58
2;8472;0;8412;10:01:58
2;8763;0;8753;10:01:58
2;8472;0;8342;10:01:58
2;8472;0;8372;10:01:58
2;8763;1;8351;10:01:58
2;8763;1;8471;10:01:58
2;8763;0;8411;18:40:48
2;8763;0;8472;18:40:48
2;8472;0;8462;18:40:48
2;8472;1;8412;18:40:48
2;8763;0;8753;18:40:48
2;8472;1;8342;18:40:48
2;8472;1;8372;18:40:48
2;8763;1;8351;18:40:48
2;8763;0;8461;18:40:48
2;8763;1;8411;03:38:25
2;8763;0;8472;03:38:25
2;8472;0;8462;03:38:25
2;8472;0;8422;03:38:25
2;8763;1;8753;03:38:25
2;8472;0;8332;03:38:25
2;8472;0;8362;03:38:25
2;8472;0;8764;03:38:25
2;8763;0;8361;03:38:25
2;8763;1;8461;03:38:25
2;8763;0;8401;12:54:48
2;8472;0;8462;12:54:48
2;8472;1;8422;12:54:48
2;8763;1;8753;12:54:48
2;8472;1;8332;12:54:48
2;8472;0;8362;12:54:48
2;8472;0;8764;12:54:48
2;8763;1;8361;12:54:48
2;8763;0;8441;12:54:48
2;8763;0;8401;21:57:31
2;8763;0;8471;21:57:31
2;8472;1;8462;21:57:31
2;8472;0;8432;21:57:31
2;8472;0;8763;21:57:31
2;8472;0;8322;21:57:31
2;8472;1;8362;21:57:31
2;8472;1;8764;21:57:31
2;8763;0;8371;21:57:31
2;8763;0;8441;21:57:31
2;8763;1;8401;06:56:50
2;8763;0;8471;06:56:50
2;8763;0;8472;06:56:50
2;8472;0;8432;06:56:50
2;8472;1;8763;06:56:50
2;8472;0;8322;06:56:50
2;8472;0;8352;06:56:50
2;8472;0;8754;06:56:50
2;8763;1;8371;06:56:50
2;8763;1;8441;06:56:50
2;8763;0;8301;15:35:40
2;8763;1;8471;15:35:40
2;8763;0;8472;15:35:40
2;8472;1;8432;15:35:40
2;8472;1;8763;15:35:40
2;8472;1;8322;15:35:40
2;8472;0;8352;15:35:40
2;8472;1;8754;15:35:40
2;8763;1;8371;15:35:40
2;8763;0;8431;15:35:40
2;8763;1;8301;01:07:25
2;8763;1;8471;01:07:25
2;8763;0;8472;01:07:25
2;8472;0;8442;01:07:25
2;8472;1;8763;01:07:25
2;8472;0;8312;01:07:25
2;8472;1;8352;01:07:25
2;8472;0;8744;01:07:25
2;8763;0;8381;01:07:25
2;8763;1;8431;01:07:25
2;8763;0;8311;09:58:12
2;8763;0;8461;09:58:12
2;8763;0;8472;09:58:12
2;8472;0;8442;09:58:12
2;8472;1;8763;09:58:12
2;8472;1;8312;09:58:12
2;8472;0;8342;09:58:12
2;8472;0;8744;09:58:12
2;8763;1;8381;09:58:12
2;8763;0;8421;09:58:12
2;8763;1;8311;18:57:31
2;8763;1;8461;18:57:31
2;8763;0;8472;18:57:31
2;8472;1;8442;18:57:31
2;8472;1;8763;18:57:31
2;8472;0;8302;18:57:31
2;8472;1;8342;18:57:31
2;8472;1;8744;18:57:31
2;8763;0;8743;18:57:31
2;8763;1;8421;18:57:31
2;8763;0;8321;04:05:22
2;8763;1;8461;04:05:22
2;8763;0;8472;04:05:22
2;8472;0;8462;04:05:22
2;8472;1;8302;04:05:22
2;8472;0;8332;04:05:22
2;8472;0;8382;04:05:22
2;8763;1;8743;04:05:22
2;8763;0;8411;04:05:22
2;8763;0;8321;13:26:52
2;8763;0;8441;13:26:52
2;8763;0;8472;13:26:52
2;8472;0;8462;13:26:52
2;8472;0;8402;13:26:52
2;8472;0;8332;13:26:52
2;8472;1;8382;13:26:52
2;8763;0;8753;13:26:52
2;8763;0;8411;13:26:52
2;8763;1;8321;22:05:43
2;8763;1;8441;22:05:43
2;8472;1;8462;22:05:43
2;8472;0;8402;22:05:43
2;8472;0;8322;22:05:43
2;8472;0;8372;22:05:43
2;8763;1;8753;22:05:43
2;8763;1;8411;22:05:43
2;8763;0;8331;06:47:58
2;8763;0;8431;06:47:58
2;8763;0;8471;06:47:58
2;8763;0;8472;06:47:58
2;8472;0;8764;06:47:58
2;8472;1;8402;06:47:58
2;8472;0;8322;06:47:58
2;8472;1;8372;06:47:58
2;8472;0;8763;06:47:58
2;8763;0;8401;06:47:58
2;8763;1;8331;15:13:09
2;8763;0;8431;15:13:09
2;8763;0;8471;15:13:09
2;8763;0;8472;15:13:09
2;8472;0;8764;15:13:09
2;8472;0;8412;15:13:09
2;8472;1;8322;15:13:09
2;8472;1;8372;15:13:09
2;8472;0;8763;15:13:09
2;8763;1;8401;15:13:09
2;8763;0;8341;00:36:22
2;8763;1;8431;00:36:22
2;8763;0;8471;00:36:22
2;8763;0;8472;00:36:22
2;8472;1;8764;00:36:22
2;8472;1;8412;00:36:22
2;8472;0;8312;00:36:22
2;8472;0;8362;00:36:22
2;8472;1;8763;00:36:22
2;8763;0;8301;00:36:22
2;8763;1;8341;09:10:06
2;8763;0;8421;09:10:06
2;8763;1;8471;09:10:06
2;8763;0;8472;09:10:06
2;8472;1;8764;09:10:06
2;8472;0;8422;09:10:06
2;8472;0;8312;09:10:06
2;8472;1;8362;09:10:06
2;8472;1;8763;09:10:06
2;8763;0;8301;09:10:06
2;8763;0;8351;18:55:30
2;8763;1;8421;18:55:30
2;8763;0;8461;18:55:30
2;8763;0;8472;18:55:30
2;8472;0;8754;18:55:30
2;8472;1;8422;18:55:30
2;8472;0;8302;18:55:30
2;8472;0;8352;18:55:30
2;8472;1;8763;18:55:30
2;8763;1;8301;18:55:30
2;8763;0;8351;04:05:04
2;8763;0;8411;04:05:04
2;8763;1;8461;04:05:04
2;8763;0;8472;04:05:04
2;8472;1;8754;04:05:04
2;8472;0;8432;04:05:04
2;8472;0;8302;04:05:04
2;8472;0;8352;04:05:04
2;8472;1;8763;04:05:04
2;8763;0;8311;04:05:04
2;8763;1;8351;12:33:39
2;8763;0;8411;12:33:39
2;8763;1;8461;12:33:39
2;8763;0;8472;12:33:39
2;8472;0;8744;12:33:39
2;8472;0;8432;12:33:39
2;8472;1;8302;12:33:39
2;8472;1;8352;12:33:39
2;8472;1;8763;12:33:39
2;8763;1;8311;12:33:39
2;8763;0;8361;22:03:42
2;8763;1;8411;22:03:42
2;8763;0;8441;22:03:42
2;8763;0;8472;22:03:42
2;8472;0;8744;22:03:42
2;8472;1;8432;22:03:42
2;8472;0;8402;22:03:42
2;8472;0;8342;22:03:42
2;8763;0;8321;22:03:42
2;8763;0;8361;06:34:00
2;8763;0;8401;06:34:00
2;8763;1;8441;06:34:00
2;8763;0;8472;06:34:00
2;8472;1;8744;06:34:00
2;8472;0;8442;06:34:00
2;8472;0;8402;06:34:00
2;8472;0;8342;06:34:00
2;8763;0;8321;06:34:00
2;8763;1;8361;15:31:38
2;8763;1;8401;15:31:38
2;8763;0;8431;15:31:38
2;8472;0;8382;15:31:38
2;8472;1;8442;15:31:38
2;8472;1;8402;15:31:38
2;8472;0;8332;15:31:38
2;8763;0;8331;15:31:38
2;8763;0;8371;01:01:39
2;8763;0;8301;01:01:39
2;8763;0;8431;01:01:39
2;8472;0;8382;01:01:39
2;8472;0;8462;01:01:39
2;8472;0;8412;01:01:39
2;8472;0;8332;01:01:39
2;8472;0;8764;01:01:39
2;8763;0;8331;01:01:39
2;8763;1;8371;09:58:56
2;8763;0;8301;09:58:56
2;8763;1;8431;09:58:56
2;8763;0;8471;09:58:56
2;8472;1;8382;09:58:56
2;8472;0;8462;09:58:56
2;8472;0;8412;09:58:56
2;8472;1;8332;09:58:56
2;8472;0;8764;09:58:56
2;8763;1;8331;09:58:56
2;8763;0;8381;18:24:26
2;8763;1;8301;18:24:26
2;8763;0;8421;18:24:26
2;8763;0;8471;18:24:26
2;8472;0;8372;18:24:26
2;8472;1;8462;18:24:26
2;8472;1;8412;18:24:26
2;8472;0;8322;18:24:26
2;8472;1;8764;18:24:26
2;8763;0;8341;18:24:26
2;8763;0;8381;03:30:35
2;8763;0;8311;03:30:35
2;8763;1;8421;03:30:35
2;8763;0;8471;03:30:35
2;8472;0;8372;03:30:35
2;8763;0;8472;03:30:35
2;8472;0;8422;03:30:35
2;8472;1;8322;03:30:35
2;8472;1;8764;03:30:35
2;8763;1;8341;03:30:35
2;8763;1;8381;12:00:53
2;8763;1;8311;12:00:53
2;8763;0;8411;12:00:53
2;8763;0;8471;12:00:53
2;8472;1;8372;12:00:53
2;8763;0;8472;12:00:53
2;8472;0;8422;12:00:53
2;8472;0;8312;12:00:53
2;8472;0;8754;12:00:53
2;8763;0;8351;12:00:53
2;8763;0;8743;21:12:08
2;8763;0;8321;21:12:08
2;8763;1;8411;21:12:08
2;8763;1;8471;21:12:08
2;8472;0;8362;21:12:08
2;8763;0;8472;21:12:08
2;8472;0;8432;21:12:08
2;8472;0;8312;21:12:08
2;8472;1;8754;21:12:08
2;8763;1;8351;21:12:08
2;8763;1;8743;05:35:37
2;8763;0;8321;05:35:37
2;8763;0;8401;05:35:37
2;8763;0;8461;05:35:37
2;8472;1;8362;05:35:37
2;8763;0;8472;05:35:37
2;8472;0;8432;05:35:37
2;8472;1;8312;05:35:37
2;8472;1;8754;05:35:37
2;8763;1;8351;05:35:37
2;8763;0;8753;14:48:35
2;8763;1;8321;14:48:35
2;8763;0;8401;14:48:35
2;8763;1;8461;14:48:35
2;8472;1;8362;14:48:35
2;8763;0;8472;14:48:35
2;8472;1;8432;14:48:35
2;8472;0;8302;14:48:35
2;8472;0;8744;14:48:35
2;8763;0;8361;14:48:35
2;8763;1;8753;00:10:05
2;8763;0;8331;00:10:05
2;8763;1;8401;00:10:05
2;8763;1;8461;00:10:05
2;8472;0;8352;00:10:05
2;8763;0;8472;00:10:05
2;8472;0;8442;00:10:05
2;8472;1;8302;00:10:05
2;8472;1;8744;00:10:05
2;8763;1;8361;00:10:05
2;8472;0;8763;08:40:23
2;8763;1;8331;08:40:23
2;8763;0;8301;08:40:23
2;8763;0;8441;08:40:23
2;8472;0;8352;08:40:23
2;8763;0;8472;08:40:23
2;8472;0;8442;08:40:23
2;8472;0;8402;08:40:23
2;8472;1;8744;08:40:23
2;8763;0;8371;08:40:23
2;8472;0;8763;17:55:04
2;8763;0;8341;17:55:04
2;8763;1;8301;17:55:04
2;8763;1;8441;17:55:04
2;8472;1;8352;17:55:04
2;8472;1;8442;17:55:04
2;8472;0;8402;17:55:04
2;8472;0;8382;17:55:04
2;8763;0;8371;17:55:04
2;8472;1;8763;03:19:59
2;8763;1;8341;03:19:59
2;8763;0;8311;03:19:59
2;8763;0;8431;03:19:59
2;8472;0;8342;03:19:59
2;8472;0;8462;03:19:59
2;8472;1;8402;03:19:59
2;8472;1;8382;03:19:59
2;8763;1;8371;03:19:59
2;8472;1;8763;12:14:11
2;8763;0;8351;12:14:11
2;8763;0;8311;12:14:11
2;8763;1;8431;12:14:11
2;8472;1;8342;12:14:11
2;8763;0;8471;12:14:11
2;8472;0;8462;12:14:11
2;8472;0;8412;12:14:11
2;8472;0;8372;12:14:11
2;8763;0;8381;12:14:11
2;8472;1;8763;21:15:13
2;8763;1;8351;21:15:13
2;8763;1;8311;21:15:13
2;8763;0;8421;21:15:13
2;8472;0;8332;21:15:13
2;8763;0;8471;21:15:13
