"Time";"LineID";"DirectionID";"DistanceFromPoint";"PointID "
1631679452773;1;8162;0;03:15:22
1631679452773;1;8731;1;03:14:51
1631679452773;1;8162;1;03:25:42
1631679452773;1;8162;0;03:14:22
1631679452773;1;8161;0;03:14:52
1631679452773;1;8731;0;03:16:02
1631679452773;1;8731;0;03:15:11
1631679452773;1;8161;0;03:13:32
1631679452773;1;8161;0;03:25:33
1631679452773;1;8731;1;03:17:51
1631679452773;1;8731;0;03:14:01
1631679452773;1;8731;1;03:16:01
1631679452773;2;8763;1;03:21:01
1631679452773;2;8472;1;03:25:54
1631679452773;2;8763;1;03:18:51
1631679452773;2;8472;1;03:20:42
1631679452773;2;8472;0;03:18:42
1631679452773;2;8472;1;03:20:22
1631679452773;2;8472;1;03:19:12
1631679452773;3;6423;0;02:44:13
1631679452773;3;5776;0;01:10:26
1631679452773;3;6423;514;01:38:38
1631679452773;3;5776;154;02:36:12
1631679452773;3;5776;384;01:08:46
1631679452773;3;6423;836;02:35:01
1631679452773;3;5776;52;02:47:04
1631679452773;3;6423;40;01:10:21
1631679452773;3;5776;0;02:36:46
1631679452773;4;526;49;02:43:29
1631679452773;4;4502;0;02:23:45
1631679452773;4;526;0;01:10:16
1631679452773;4;526;533;02:38:37
1631679452773;4;4502;434;01:10:21
1631679452773;4;526;0;02:15:01
1631679452773;4;4502;0;01:10:01
1631679452773;4;4502;607;01:10:21
1631679452773;5;8262;1;03:13:42
1631679452773;5;8262;0;03:14:32
1631679452773;5;8642;0;03:25:41
1631679452773;5;8642;0;03:16:51
1631679452773;5;8262;1;03:24:52
1631679452773;5;8642;0;03:17:41
1631679452773;5;8262;0;03:24:01
1631679452773;5;8641;0;03:14:31
1631679452773;5;8262;0;03:25:32
1631679452773;5;8641;0;03:17:42
1631679452773;5;8641;0;03:24:41
1631679452773;5;8642;0;03:14:21
1631679452773;5;8262;0;03:24:32
1631679452773;5;8262;1;03:18:02
1631679452773;5;8641;0;03:17:11
1631679452773;5;8642;0;03:24:11
1631679452773;6;8834;1;03:26:53
1631679452773;6;8834;0;03:20:01
1631679452773;6;8834;0;03:21:11
1631679452773;6;8472;1;03:18:32
1631679452773;6;8834;0;03:25:43
1631679452773;6;8472;1;03:26:34
1631679452773;6;8472;0;03:19:32
1631679452773;7;6421;276;03:30:56
1631679452773;7;9051;0;01:58:00
1631679452773;7;6421;0;02:26:50
1631679452773;7;6421;191;02:28:32
1631679452773;7;5770;82;02:29:10
1631679452773;7;9051;0;03:46:03
1631679452773;7;6421;415;02:35:58
1631679452773;7;6421;326;02:26:50
1631679452773;7;6421;0;03:30:56
1631679452773;7;9051;653;02:47:36
1631679452773;7;9051;0;02:36:10
1631679452773;7;6421;0;03:30:56
1631679452773;7;9051;0;03:46:03
1631679452773;7;9051;326;02:27:47
1631679452773;7;6421;175;01:37:26
1631679452773;7;6421;329;02:35:04
1631679452773;7;9051;125;01:37:23
1631679452773;7;9051;38;02:29:19
1631679452773;7;9051;0;01:13:36
1631679452773;8;6361;88;02:27:06
1631679452773;8;5229;209;01:17:27
1631679452773;8;5229;42;02:27:07
1631679452773;8;6361;43;02:28:04
1631679452773;8;6351;206;02:31:10
1631679452773;8;6361;0;02:27:10
1631679452773;8;6361;252;02:26:48
1631679452773;9;473;572;01:28:00
1631679452773;9;1687;0;01:07:50
1631679452773;9;1687;278;01:27:57
1631679452773;9;1687;0;01:07:50
1631679452773;12;9600;977;02:15:56
1631679452773;12;9600;0;01:29:40
1631679452773;12;9600;0;01:29:40
1631679452773;12;1780;1117;01:50:17
1631679452773;13;4111;314;01:29:07
1631679452773;13;1727;301;01:28:30
1631679452773;13;1727;0;02:08:31
1631679452773;13;1727;0;02:08:31
1631679452773;13;4111;34;01:29:03
1631679452773;13;4111;362;01:29:08
1631679452773;13;4111;48;01:16:48
1631679452773;13;1727;0;02:08:31
1631679452773;13;1727;38;01:28:31
1631679452773;13;1727;0;01:28:47
1631679452773;14;1083;0;02:48:01
1631679452773;14;4265;207;01:22:28
1631679452773;14;1083;390;02:57:23
1631679452773;14;4265;158;02:11:08
1631679452773;14;4265;56;01:47:53
1631679452773;14;1083;7;02:23:31
1631679452773;14;1083;0;02:11:04
1631679452773;14;4265;22;01:29:15
1631679452773;14;4265;182;02:24:36
1631679452773;14;1722;87;02:57:42
1631679452773;14;1722;0;02:11:04
1631679452773;17;9059;0;02:11:37
1631679452773;17;9059;345;02:11:38
1631679452773;17;9059;769;02:11:30
1631679452773;19;5170;301;02:26:05
1631679452773;19;5086;121;01:18:14
1631679452773;19;5170;0;02:23:21
1631679452773;19;5170;232;02:26:06
1631679452773;19;5170;0;02:23:21
1631679452773;19;5086;0;02:25:03
1631679452773;19;473;0;02:23:30
1631679452773;19;5170;44;02:53:23
1631679452773;19;5086;0;02:54:26
1631679452773;19;5086;0;02:25:03
1631679452773;19;473;0;01:07:53
1631679452773;19;5086;225;02:24:42
1631679452773;19;5170;328;01:43:57
1631679452773;20;1900;42;01:18:39
1631679452773;20;1900;0;01:19:02
1631679452773;20;1194;0;01:31:40
1631679452773;20;1900;189;01:22:31
1631679452773;20;1194;316;02:10:13
1631679452773;21;1162;222;01:57:05
1631679452773;21;1162;0;01:53:34
1631679452773;21;1162;63;01:24:36
1631679452773;21;3201;0;01:23:23
1631679452773;25;2793;0;01:46:33
1631679452773;25;539;17;01:45:26
1631679452773;25;6487;14;01:56:00
1631679452773;25;2793;270;01:13:46
1631679452773;25;6487;174;01:39:57
1631679452773;25;6487;162;02:27:46
1631679452773;25;2793;60;02:27:45
1631679452773;25;6487;0;01:13:21
1631679452773;25;2794;0;01:08:59
1631679452773;25;5320;0;01:15:06
1631679452773;25;2794;30;02:36:02
1631679452773;25;539;0;01:46:34
1631679452773;25;2794;0;01:08:59
1631679452773;25;2793;398;02:30:59
1631679452773;27;1162;0;01:40:29
1631679452773;27;2429;0;01:18:56
1631679452773;27;1162;0;01:40:29
1631679452773;27;1162;0;01:19:18
1631679452773;28;2919;38;01:19:13
1631679452773;28;2919;166;01:19:13
1631679452773;28;1830;117;02:47:29
