"LineID";"DirectionID";"DistanceFromPoint";"PointID";"Time";"Variance"
55;529;105;5361;13:41:03;0
55;9943;42;5866;13:41:03;-1
55;9943;182;536;13:41:03;-1
55;9943;4;2786;13:41:03;-1
55;5710;40;5872;13:41:03;-1
55;9943;0;529;13:41:03;-1
55;9943;122;5362;13:41:03;-1
55;9943;0;5865;13:41:03;-1
55;529;0;5710;13:41:03;0
55;529;105;5361;22:40:22;0
55;9943;38;5867;22:40:22;-1
55;9943;182;536;22:40:22;-1
55;9943;4;2786;22:40:22;-1
55;5710;40;5872;22:40:22;-1
55;9943;0;529;22:40:22;-1
55;9943;122;5362;22:40:22;-1
55;529;196;5710;22:40:22;0
55;9943;38;5865;22:40:22;-1
55;529;28;5710;22:40:22;0
55;529;105;5361;07:26:04;0
55;9943;38;5867;07:26:04;-1
55;5299;262;2901;07:26:04;-1
55;9943;56;2786;07:26:04;-1
55;5710;40;5872;07:26:04;-1
55;9943;0;529;07:26:04;-1
55;9943;40;5039;07:26:04;-1
55;5299;43;5868;07:26:04;-1
55;529;196;5710;07:26:04;0
55;9943;154;5865;07:26:04;-1
55;529;122;5710;07:26:04;0
55;5710;0;5710;16:16:49;-1
55;529;111;5041;16:16:49;0
55;529;105;5361;16:16:49;0
55;9943;38;5867;16:16:49;-1
55;9943;225;5762;16:16:49;-1
55;9943;56;2786;16:16:49;-1
55;5710;40;5872;16:16:49;-1
55;9943;65;529;16:16:49;-1
55;9943;40;5039;16:16:49;-1
55;529;196;5710;16:16:49;0
55;9943;0;5866;16:16:49;-1
55;529;0;5711;16:16:49;0
55;5710;0;5710;00:55:40;-1
55;529;111;5041;00:55:40;0
55;529;105;5361;00:55:40;0
55;9943;38;5867;00:55:40;-1
55;9943;344;5762;00:55:40;-1
55;9943;44;5765;00:55:40;-1
55;5710;40;5872;00:55:40;-1
55;9943;427;529;00:55:40;-1
55;9943;40;5039;00:55:40;-1
55;529;40;5041;00:55:40;0
55;529;196;5710;00:55:40;0
55;9943;224;5866;00:55:40;-1
55;529;21;5714;00:55:40;0
55;529;219;5711;00:55:40;0
55;5710;0;5710;10:13:46;-1
55;529;111;5041;10:13:46;0
55;529;105;5361;10:13:46;0
55;9943;38;5867;10:13:46;-1
55;9943;4;2786;10:13:46;-1
55;9943;44;5765;10:13:46;-1
55;5710;0;5803;10:13:46;-1
55;9943;40;536;10:13:46;-1
55;9943;40;5039;10:13:46;-1
55;529;40;5041;10:13:46;0
55;529;196;5710;10:13:46;0
55;9943;0;5867;10:13:46;-1
55;529;117;5714;10:13:46;0
55;529;219;5711;10:13:46;0
55;5710;0;5710;19:16:28;-1
55;529;111;5041;19:16:28;0
55;529;105;5361;19:16:28;0
55;9943;8;2786;19:16:28;-1
55;9943;44;5765;19:16:28;-1
55;5710;155;5803;19:16:28;-1
55;9943;131;536;19:16:28;-1
55;529;40;5041;19:16:28;0
55;529;196;5710;19:16:28;0
55;9943;100;5867;19:16:28;-1
55;529;199;5714;19:16:28;0
55;529;70;2876;19:16:28;0
55;5710;0;5710;04:20:54;-1
55;529;111;5041;04:20:54;0
55;529;105;5361;04:20:54;0
55;9943;545;5868;04:20:54;-1
55;9943;38;2786;04:20:54;-1
55;5299;262;2901;04:20:54;-1
55;9943;44;5765;04:20:54;-1
55;5710;14;5804;04:20:54;-1
55;9943;292;536;04:20:54;-1
55;5299;43;5868;04:20:54;-1
55;529;40;5041;04:20:54;0
55;529;196;5710;04:20:54;0
55;9943;100;5867;04:20:54;-1
55;529;274;5714;04:20:54;0
55;529;203;2876;04:20:54;0
55;5710;0;5710;13:16:48;-1
55;529;111;5041;13:16:48;0
55;529;105;5361;13:16:48;0
55;9943;19;5801;13:16:48;-1
55;9943;367;2786;13:16:48;-1
55;9943;44;5765;13:16:48;-1
55;5710;14;5804;13:16:48;-1
55;9943;553;536;13:16:48;-1
55;529;40;5041;13:16:48;0
55;529;196;5710;13:16:48;0
55;9943;0;5868;13:16:48;-1
55;529;0;521;13:16:48;0
55;529;281;2876;13:16:48;0
55;5710;0;5710;22:22:57;-1
55;529;111;5041;22:22:57;0
55;529;105;5361;22:22:57;0
55;9943;197;5801;22:22:57;-1
55;9943;5;5765;22:22:57;-1
55;9943;68;5766;22:22:57;-1
55;5710;36;5804;22:22:57;-1
55;9943;0;5762;22:22:57;-1
55;529;40;5041;22:22:57;0
55;529;196;5710;22:22:57;0
55;9943;227;5868;22:22:57;-1
55;529;113;521;22:22:57;0
55;529;281;2876;22:22:57;0
55;5710;0;5710;07:05:12;-1
55;529;111;5041;07:05:12;0
55;529;105;5361;07:05:12;0
55;9943;0;2900;07:05:12;-1
55;9943;44;5765;07:05:12;-1
55;9943;0;5865;07:05:12;-1
55;5710;38;5805;07:05:12;-1
55;9943;91;5762;07:05:12;-1
55;529;40;5041;07:05:12;0
55;529;196;5710;07:05:12;0
55;9943;398;5868;07:05:12;-1
55;529;0;529;07:05:12;0
55;529;281;2876;07:05:12;0
55;5710;0;5710;15:25:17;-1
55;529;111;5041;15:25:17;0
55;5362;0;529;15:25:17;-1
55;529;105;5361;15:25:17;0
55;9943;93;2900;15:25:17;-1
55;9943;44;5765;15:25:17;-1
55;5299;262;2901;15:25:17;-1
55;9943;0;5865;15:25:17;-1
55;5710;38;5805;15:25:17;-1
55;9943;203;5762;15:25:17;-1
55;5299;43;5868;15:25:17;-1
55;529;40;5041;15:25:17;0
55;529;196;5710;15:25:17;0
55;9943;398;5868;15:25:17;-1
55;529;0;529;15:25:17;0
55;5710;0;5710;00:04:06;-1
55;529;111;5041;00:04:06;0
55;5362;0;529;00:04:06;-1
55;529;105;5361;00:04:06;0
55;9943;211;2900;00:04:06;-1
55;9943;44;5765;00:04:06;-1
55;9943;38;5865;00:04:06;-1
55;5710;38;5805;00:04:06;-1
55;9943;268;5762;00:04:06;-1
55;529;40;5041;00:04:06;0
55;529;196;5710;00:04:06;0
55;9943;40;5801;00:04:06;-1
55;9943;0;529;00:04:06;-1
55;5710;0;5710;09:15:24;-1
55;529;111;5041;09:15:24;0
55;5362;0;529;09:15:24;-1
55;529;105;5361;09:15:24;0
55;9943;0;2901;09:15:24;-1
55;9943;44;5765;09:15:24;-1
55;9943;256;5865;09:15:24;-1
55;5710;38;5805;09:15:24;-1
55;9943;370;5762;09:15:24;-1
55;529;40;5041;09:15:24;0
55;529;196;5710;09:15:24;0
55;9943;40;5801;09:15:24;-1
55;9943;0;529;09:15:24;-1
55;5710;0;5710;17:54:13;-1
55;529;111;5041;17:54:13;0
55;5362;0;529;17:54:13;-1
55;529;105;5361;17:54:13;0
55;9943;0;2901;17:54:13;-1
55;9943;44;5765;17:54:13;-1
55;9943;296;5865;17:54:13;-1
55;9943;0;5766;17:54:13;-1
55;9943;38;2786;17:54:13;-1
55;529;3;5041;17:54:13;0
55;529;40;5041;17:54:13;0
55;529;196;5710;17:54:13;0
55;9943;40;5801;17:54:13;-1
55;9943;0;529;17:54:13;-1
55;5710;0;5710;02:48:24;-1
55;529;111;5041;02:48:24;0
55;5362;0;529;02:48:24;-1
55;529;105;5361;02:48:24;0
55;9943;188;2901;02:48:24;-1
55;5299;262;2901;02:48:24;-1
55;9943;18;5866;02:48:24;-1
55;9943;0;5766;02:48:24;-1
55;9943;224;2786;02:48:24;-1
55;529;110;5041;02:48:24;0
55;5299;43;5868;02:48:24;-1
55;529;40;5041;02:48:24;0
55;529;40;5041;02:48:24;0
55;529;196;5710;02:48:24;0
55;9943;44;2900;02:48:24;-1
55;9943;70;529;02:48:24;-1
55;5710;0;5710;11:30:39;-1
55;529;111;5041;11:30:39;0
55;5362;0;529;11:30:39;-1
55;529;105;5361;11:30:39;0
55;9943;288;2901;11:30:39;-1
55;9943;98;5866;11:30:39;-1
55;9943;0;5766;11:30:39;-1
55;9943;10;5765;11:30:39;-1
55;529;110;5041;11:30:39;0
55;529;40;5041;11:30:39;0
55;529;40;5041;11:30:39;0
55;529;196;5710;11:30:39;0
55;9943;60;2901;11:30:39;-1
55;9943;355;529;11:30:39;-1
55;529;363;5714;11:30:39;0
55;5710;0;5710;20:35:05;-1
55;5362;0;529;20:35:05;-1
55;529;105;5361;20:35:05;0
55;9943;318;2901;20:35:05;-1
55;9943;98;5866;20:35:05;-1
55;9943;0;5766;20:35:05;-1
55;9943;44;5765;20:35:05;-1
55;529;110;5041;20:35:05;0
55;529;40;5041;20:35:05;0
55;529;40;5041;20:35:05;0
55;529;196;5710;20:35:05;0
55;9943;60;2901;20:35:05;-1
55;9943;23;536;20:35:05;-1
55;529;363;5714;20:35:05;0
55;5710;0;5710;05:19:02;-1
55;5362;0;529;05:19:02;-1
55;529;105;5361;05:19:02;0
55;9943;1;5362;05:19:02;-1
55;9943;238;5866;05:19:02;-1
55;9943;0;5766;05:19:02;-1
55;9943;44;5765;05:19:02;-1
55;529;110;5041;05:19:02;0
55;529;40;5041;05:19:02;0
55;529;40;5041;05:19:02;0
55;529;196;5710;05:19:02;0
55;9943;262;2901;05:19:02;-1
55;9943;103;536;05:19:02;-1
55;529;63;521;05:19:02;0
55;5710;0;5710;14:21:47;-1
55;529;0;5710;14:21:47;0
55;5362;0;529;14:21:47;-1
55;529;105;5361;14:21:47;0
55;9943;1;5362;14:21:47;-1
55;9943;248;5866;14:21:47;-1
55;9943;0;5766;14:21:47;-1
55;9943;44;5765;14:21:47;-1
55;529;110;5041;14:21:47;0
55;529;40;5041;14:21:47;0
55;529;40;5041;14:21:47;0
55;529;196;5710;14:21:47;0
55;9943;262;2901;14:21:47;-1
55;9943;252;536;14:21:47;-1
55;529;228;521;14:21:47;0
55;5710;0;5710;23:12:36;-1
55;529;61;5710;23:12:36;0
55;5362;0;529;23:12:36;-1
55;529;105;5361;23:12:36;0
55;9943;1;5362;23:12:36;-1
55;9943;88;5866;23:12:36;-1
55;9943;0;5867;23:12:36;-1
55;9943;0;5766;23:12:36;-1
55;9943;44;5765;23:12:36;-1
55;529;110;5041;23:12:36;0
55;529;40;5041;23:12:36;0
55;529;40;5041;23:12:36;0
55;529;196;5710;23:12:36;0
55;9943;263;2901;23:12:36;-1
55;9943;521;536;23:12:36;-1
55;9943;0;529;23:12:36;-1
55;5710;0;5710;08:22:07;-1
55;529;240;5710;08:22:07;0
55;5710;34;2902;08:22:07;-1
55;5362;0;529;08:22:07;-1
55;529;105;5361;08:22:07;0
55;9943;1;5362;08:22:07;-1
55;9943;241;5866;08:22:07;-1
55;9943;104;5867;08:22:07;-1
55;9943;0;5766;08:22:07;-1
55;9943;38;5766;08:22:07;-1
55;529;110;5041;08:22:07;0
55;529;40;5041;08:22:07;0
55;529;196;5710;08:22:07;0
55;9943;275;2901;08:22:07;-1
55;9943;521;536;08:22:07;-1
55;9943;0;529;08:22:07;-1
55;5710;0;5361;08:22:07;-1
55;5710;0;5710;17:29:58;-1
55;529;0;5711;17:29:58;0
55;5710;34;2902;17:29:58;-1
55;5362;0;529;17:29:58;-1
55;529;105;5361;17:29:58;0
55;9943;0;529;17:29:58;-1
55;9943;80;5867;17:29:58;-1
55;9943;0;5868;17:29:58;-1
55;9943;0;5766;17:29:58;-1
55;9943;38;5766;17:29:58;-1
55;529;110;5041;17:29:58;0
55;529;40;5041;17:29:58;0
55;529;40;5041;17:29:58;0
55;529;196;5710;17:29:58;0
55;9943;325;2901;17:29:58;-1
55;9943;521;536;17:29:58;-1
55;9943;0;529;17:29:58;-1
55;5710;51;5361;17:29:58;-1
55;5710;0;5710;02:49:46;-1
55;529;0;5711;02:49:46;0
55;5710;34;2902;02:49:46;-1
55;5362;0;529;02:49:46;-1
55;529;105;5361;02:49:46;0
55;9943;0;529;02:49:46;-1
55;9943;156;5867;02:49:46;-1
55;9943;38;5868;02:49:46;-1
55;9943;0;5766;02:49:46;-1
55;9943;0;5865;02:49:46;-1
55;529;110;5041;02:49:46;0
55;529;40;5041;02:49:46;0
55;529;40;5041;02:49:46;0
55;529;196;5710;02:49:46;0
55;9943;50;5362;02:49:46;-1
55;9943;521;536;02:49:46;-1
55;9943;0;529;02:49:46;-1
55;5710;0;5361;02:49:46;-1
55;529;166;5711;12:01:05;0
55;5710;67;2903;12:01:05;-1
55;5362;0;529;12:01:05;-1
55;529;105;5361;12:01:05;0
55;9943;0;529;12:01:05;-1
55;9943;236;5867;12:01:05;-1
55;9943;277;5868;12:01:05;-1
55;9943;0;5766;12:01:05;-1
55;9943;0;5865;12:01:05;-1
55;529;110;5041;12:01:05;0
55;529;40;5041;12:01:05;0
55;529;40;5041;12:01:05;0
55;529;196;5710;12:01:05;0
55;9943;91;5362;12:01:05;-1
55;9943;0;529;12:01:05;-1
55;5710;65;5361;12:01:05;-1
55;529;0;2876;20:29:21;0
55;5710;67;2903;20:29:21;-1
55;5362;0;529;20:29:21;-1
55;529;105;5361;20:29:21;0
55;9943;0;529;20:29:21;-1
55;9943;312;5867;20:29:21;-1
55;9943;277;5868;20:29:21;-1
55;9943;0;5766;20:29:21;-1
55;9943;76;5865;20:29:21;-1
55;529;110;5041;20:29:21;0
55;529;40;5041;20:29:21;0
55;529;40;5041;20:29:21;0
55;529;196;5710;20:29:21;0
55;9943;91;5362;20:29:21;-1
55;9943;0;529;20:29:21;-1
55;5710;244;5361;20:29:21;-1
55;529;0;2876;05:27:14;0
55;5710;67;2903;05:27:14;-1
55;5362;0;529;05:27:14;-1
55;529;105;5361;05:27:14;0
55;9943;0;529;05:27:14;-1
55;9943;3;5868;05:27:14;-1
55;9943;277;5868;05:27:14;-1
55;9943;0;5766;05:27:14;-1
55;9943;76;5865;05:27:14;-1
55;529;110;5041;05:27:14;0
55;529;40;5041;05:27:14;0
55;529;40;5041;05:27:14;0
55;529;196;5710;05:27:14;0
55;9943;101;5362;05:27:14;-1
55;9943;6;2786;05:27:14;-1
55;9943;0;529;05:27:14;-1
55;5710;322;5361;05:27:14;-1
55;5710;0;5710;14:00:57;-1
55;529;238;2876;14:00:57;0
55;5710;268;2903;14:00:57;-1
55;5362;0;529;14:00:57;-1
55;529;105;5361;14:00:57;0
55;9943;0;529;14:00:57;-1
55;9943;167;5868;14:00:57;-1
55;9943;277;5868;14:00:57;-1
55;9943;0;5766;14:00:57;-1
55;9943;4;5866;14:00:57;-1
55;529;110;5041;14:00:57;0
55;529;40;5041;14:00:57;0
55;529;40;5041;14:00:57;0
55;529;196;5710;14:00:57;0
55;9943;132;5362;14:00:57;-1
55;9943;243;2786;14:00:57;-1
55;9943;368;529;14:00:57;-1
55;5710;166;2902;14:00:57;-1
55;5710;0;5710;23:12:24;-1
55;529;238;2876;23:12:24;0
55;5710;268;2903;23:12:24;-1
55;9943;0;5766;23:12:24;-1
55;529;105;5361;23:12:24;0
55;9943;55;5039;23:12:24;-1
55;9943;167;5868;23:12:24;-1
55;9943;167;5801;23:12:24;-1
55;9943;0;5766;23:12:24;-1
55;9943;126;5866;23:12:24;-1
55;529;110;5041;23:12:24;0
55;529;40;5041;23:12:24;0
55;529;40;5041;23:12:24;0
55;529;196;5710;23:12:24;0
55;9943;149;5362;23:12:24;-1
55;9943;243;2786;23:12:24;-1
55;9943;0;536;23:12:24;-1
55;5710;0;2903;23:12:24;-1
55;5710;0;5710;07:51:04;-1
55;529;238;2876;07:51:04;0
55;5710;38;5872;07:51:04;-1
55;9943;0;5766;07:51:04;-1
55;529;105;5361;07:51:04;0
55;9943;55;5039;07:51:04;-1
55;9943;167;5868;07:51:04;-1
55;9943;44;2900;07:51:04;-1
