"LineID";"DirectionID";"DistanceFromPoint";"PointID ";"Time"
57;1083;74;2870;01:45:46
57;1083;298;1016;01:45:46
57;3001;4;3059;01:45:46
57;1083;368;2359;01:45:46
57;3001;0;1082;01:45:46
57;1083;0;3001;01:45:46
57;3001;91;2305;01:45:46
57;3001;306;1839;01:45:46
57;1083;40;3007;01:45:46
57;1083;74;2870;10:12:52
57;1083;298;1016;10:12:52
57;3001;332;3059;10:12:52
57;1083;12;2360;10:12:52
57;3001;0;1082;10:12:52
57;1083;0;3001;10:12:52
57;3001;45;2326;10:12:52
57;3001;306;1839;10:12:52
57;1083;40;3007;10:12:52
57;1083;75;2870;19:30:45
57;3001;0;2327;19:30:45
57;1083;189;2360;19:30:45
57;3001;0;1082;19:30:45
57;3001;53;2326;19:30:45
57;1083;40;3007;19:30:45
57;1083;75;2870;04:24:57
57;3001;0;2327;04:24:57
57;1083;189;2360;04:24:57
57;3001;0;1082;04:24:57
57;3001;53;2326;04:24:57
57;1083;0;2325;13:25:58
57;1083;0;1083;13:25:58
57;3001;236;1090;13:25:58
57;1083;482;3003;13:25:58
57;3001;0;1082;13:25:58
57;1083;0;3001;13:25:58
57;3001;790;2868;13:25:58
57;3001;306;1839;13:25:58
57;1083;0;2376;13:25:58
57;1083;0;3001;13:25:58
57;1083;144;2325;22:57:43
57;1083;0;1083;22:57:43
57;3001;386;1090;22:57:43
57;1083;103;1089;22:57:43
57;3001;46;1082;22:57:43
57;1083;0;3001;22:57:43
57;3001;1209;2868;22:57:43
57;1083;377;2376;22:57:43
57;1083;0;3001;22:57:43
57;1083;284;2325;08:05:34
57;1083;0;1083;08:05:34
57;3001;52;3063;08:05:34
57;1083;0;3005;08:05:34
57;3001;0;1052;08:05:34
57;1083;0;3001;08:05:34
57;3001;1214;2868;08:05:34
57;1083;635;2376;08:05:34
57;1083;0;3001;08:05:34
57;1083;572;2325;16:44:24
57;1083;0;1083;16:44:24
57;3001;54;2315;16:44:24
57;1083;404;3005;16:44:24
57;3001;78;1052;16:44:24
57;1083;56;3001;16:44:24
57;3001;7;2308;16:44:24
57;3001;306;1839;16:44:24
57;1083;1132;2376;16:44:24
57;1083;0;3001;16:44:24
57;1083;0;2370;01:48:50
57;1083;0;1083;01:48:50
57;3001;213;2315;01:48:50
57;1083;0;3014;01:48:50
57;3001;100;1052;01:48:50
57;1083;184;3001;01:48:50
57;3001;7;2308;01:48:50
57;1083;5;2870;01:48:50
57;1083;0;3001;01:48:50
57;1083;175;2370;10:37:54
57;1083;0;1083;10:37:54
57;3001;108;2316;10:37:54
57;1083;140;3014;10:37:54
57;3001;199;1052;10:37:54
57;1083;160;7075;10:37:54
57;3001;7;2308;10:37:54
57;1083;22;2870;10:37:54
57;1083;0;3001;10:37:54
57;1083;175;2370;19:26:05
57;1083;0;1083;19:26:05
57;3001;62;2317;19:26:05
57;1083;88;3007;19:26:05
57;3001;56;1051;19:26:05
57;1083;40;1827;19:26:05
57;3001;7;2308;19:26:05
57;1083;75;2870;19:26:05
57;1083;0;3001;19:26:05
57;1083;175;2370;04:31:25
57;1083;0;1083;04:31:25
57;3001;62;2317;04:31:25
57;1083;347;3007;04:31:25
57;3001;56;1051;04:31:25
57;1083;40;1827;04:31:25
57;3001;48;2308;04:31:25
57;1083;0;2325;04:31:25
57;1083;0;3001;04:31:25
57;1083;38;1349;13:23:55
57;1083;0;1083;13:23:55
57;3001;70;1839;13:23:55
57;1083;10;3008;13:23:55
57;3001;56;1051;13:23:55
57;1083;40;1827;13:23:55
57;3001;358;2308;13:23:55
57;1083;329;2325;13:23:55
57;1083;0;3001;13:23:55
57;1083;38;1349;21:50:48
57;1083;0;1083;21:50:48
57;3001;70;1839;21:50:48
57;1083;47;3008;21:50:48
57;3001;56;1051;21:50:48
57;1083;40;1827;21:50:48
57;3001;553;2308;21:50:48
57;1083;475;2325;21:50:48
57;1083;0;3001;21:50:48
57;1083;38;1349;06:33:04
57;1083;0;1083;06:33:04
57;3001;72;7025;06:33:04
57;1083;47;3008;06:33:04
57;3001;56;1051;06:33:04
57;1083;46;2358;06:33:04
57;3001;553;2308;06:33:04
57;3001;306;1839;06:33:04
57;1083;0;2370;06:33:04
57;1083;0;3001;06:33:04
57;1083;38;1349;15:22:08
57;1083;0;1083;15:22:08
57;3001;222;7025;15:22:08
57;1083;47;3008;15:22:08
57;1083;46;2358;15:22:08
57;3001;553;2308;15:22:08
57;1083;64;2370;15:22:08
57;1083;0;3001;15:22:08
57;1083;0;1016;23:50:44
57;3001;0;1082;23:50:44
57;1083;0;3001;23:50:44
57;1083;47;3008;23:50:44
57;1083;46;2358;23:50:44
57;3001;34;3059;23:50:44
57;1083;252;2370;23:50:44
57;1083;0;3001;23:50:44
57;1083;90;1016;08:38:06
57;3001;0;1082;08:38:06
57;1083;0;3001;08:38:06
57;1083;47;3008;08:38:06
57;1083;46;2358;08:38:06
57;3001;34;3059;08:38:06
57;1083;324;2370;08:38:06
57;1083;0;3001;08:38:06
57;1083;172;1016;17:25:28
57;3001;0;1082;17:25:28
57;1083;0;3001;17:25:28
57;1083;50;2376;17:25:28
57;3001;536;2305;17:25:28
57;3001;40;2327;17:25:28
57;1083;369;2370;17:25:28
57;1083;0;3001;17:25:28
57;1083;264;1016;02:17:58
57;3001;0;1082;02:17:58
57;1083;0;3001;02:17:58
57;1083;705;2376;02:17:58
57;3001;34;2326;02:17:58
57;3001;40;2327;02:17:58
57;3001;306;1839;02:17:58
57;1083;59;1349;02:17:58
57;1083;0;3001;02:17:58
57;1083;96;1024;11:05:20
57;3001;38;1052;11:05:20
57;1083;0;3001;11:05:20
57;1083;705;2376;11:05:20
57;3001;75;2326;11:05:20
57;1083;100;3003;11:05:20
57;3001;442;1090;11:05:20
57;3001;306;1839;11:05:20
57;1083;59;1349;11:05:20
57;1083;0;3001;11:05:20
57;1083;194;1024;19:56:07
57;3001;38;1052;19:56:07
57;1083;0;3001;19:56:07
57;1083;705;2376;19:56:07
57;3001;76;2326;19:56:07
57;1083;100;3003;19:56:07
57;3001;0;3063;19:56:07
57;3001;306;1839;19:56:07
57;1083;42;1016;19:56:07
57;1083;0;3001;19:56:07
57;1083;0;1083;04:58:51
57;3001;38;1052;04:58:51
57;1083;0;3001;04:58:51
57;1083;36;2870;04:58:51
57;3001;76;2326;04:58:51
57;1083;100;3003;04:58:51
57;3001;0;2315;04:58:51
57;1083;42;1016;04:58:51
57;1083;17;3001;04:58:51
57;1083;0;1083;13:51:21
57;3001;38;1052;13:51:21
57;1083;0;3001;13:51:21
57;1083;36;2870;13:51:21
57;3001;81;2326;13:51:21
57;1083;100;3003;13:51:21
57;3001;209;2315;13:51:21
57;1083;42;1016;13:51:21
57;1083;17;3001;13:51:21
57;1083;0;1083;22:21:39
57;3001;74;1051;22:21:39
57;1083;0;3001;22:21:39
57;1083;78;2870;22:21:39
57;3001;6;2868;22:21:39
57;1083;38;3014;22:21:39
57;3001;300;2316;22:21:39
57;3001;306;1839;22:21:39
57;1083;42;1016;22:21:39
57;1083;36;7075;22:21:39
57;1083;0;1083;07:10:44
57;3001;107;1051;07:10:44
57;1083;0;3001;07:10:44
57;1083;0;2325;07:10:44
57;3001;244;2868;07:10:44
57;1083;38;3014;07:10:44
57;3001;81;2317;07:10:44
57;1083;42;1016;07:10:44
57;1083;40;1827;07:10:44
57;1083;0;1083;16:01:31
57;3001;205;1051;16:01:31
57;1083;0;3001;16:01:31
57;1083;13;2325;16:01:31
57;3001;516;2868;16:01:31
57;1083;38;3014;16:01:31
57;3001;66;1838;16:01:31
57;1083;40;1827;16:01:31
57;1083;0;1083;00:47:11
57;3001;350;1051;00:47:11
57;1083;0;3001;00:47:11
57;1083;193;2325;00:47:11
57;3001;920;2868;00:47:11
57;1083;273;3007;00:47:11
57;3001;70;1839;00:47:11
57;3001;306;1839;00:47:11
57;1083;40;1827;00:47:11
57;1083;0;1083;09:27:43
57;3001;350;1051;09:27:43
57;1083;352;2325;09:27:43
57;3001;920;2868;09:27:43
57;1083;273;3007;09:27:43
57;3001;77;1839;09:27:43
57;1083;0;1083;09:27:43
57;1083;134;2358;09:27:43
57;1083;0;1083;18:42:25
57;3001;376;1051;18:42:25
57;1083;496;2325;18:42:25
57;3001;920;2868;18:42:25
57;1083;0;3008;18:42:25
57;3001;77;1839;18:42:25
57;1083;0;1083;18:42:25
57;1083;134;2358;18:42:25
57;3001;46;1356;03:31:29
57;1083;54;2370;03:31:29
57;3001;920;2868;03:31:29
57;1083;0;3008;03:31:29
57;3001;77;1839;03:31:29
57;1083;0;1083;03:31:29
57;1083;134;2358;03:31:29
57;3001;211;1356;12:29:06
57;1083;310;2370;12:29:06
57;1083;0;3008;12:29:06
57;3001;120;7025;12:29:06
57;1083;0;1083;12:29:06
57;1083;42;2360;12:29:06
57;3001;48;2305;20:54:17
57;1083;371;2370;20:54:17
57;1083;0;3008;20:54:17
57;3001;120;7025;20:54:17
57;1083;0;1083;20:54:17
57;1083;144;2360;20:54:17
57;3001;155;1082;05:38:14
57;3001;352;2305;05:38:14
57;1083;0;3001;05:38:14
57;1083;373;2370;05:38:14
57;3001;40;3058;05:38:14
57;3001;120;7025;05:38:14
57;1083;0;1083;05:38:14
57;1083;280;3003;05:38:14
57;3001;0;1052;14:27:19
57;3001;529;2305;14:27:19
57;1083;0;3001;14:27:19
57;1083;373;2370;14:27:19
57;3001;40;3058;14:27:19
57;1083;0;3001;14:27:19
57;3001;0;1082;14:27:19
57;1083;511;3003;14:27:19
57;3001;115;1052;23:26:39
57;3001;19;2326;23:26:39
57;1083;0;3001;23:26:39
57;1083;373;2370;23:26:39
57;3001;34;3059;23:26:39
57;1083;0;3001;23:26:39
57;3001;0;1082;23:26:39
57;1083;0;3005;23:26:39
57;3001;133;1052;08:17:26
57;3001;48;2326;08:17:26
57;1083;0;3001;08:17:26
57;1083;190;1349;08:17:26
57;3001;527;3059;08:17:26
57;1083;323;2376;08:17:26
57;1083;0;3001;08:17:26
57;3001;0;1082;08:17:26
57;1083;358;3005;08:17:26
57;3001;207;1052;16:56:16
57;3001;48;2326;16:56:16
57;1083;23;3001;16:56:16
57;1083;190;1349;16:56:16
57;3001;1;2327;16:56:16
57;1083;323;2376;16:56:16
57;1083;0;3001;16:56:16
57;3001;0;1082;16:56:16
57;1083;0;3014;16:56:16
57;3001;7;1051;01:40:14
57;3001;48;2326;01:40:14
57;1083;193;3001;01:40:14
57;1083;190;1349;01:40:14
57;3001;79;3061;01:40:14
57;1083;323;2376;01:40:14
57;1083;0;3001;01:40:14
57;3001;0;1082;01:40:14
57;1083;390;3014;01:40:14
57;3001;76;1051;11:01:44
57;3001;293;2868;11:01:44
57;1083;17;1827;11:01:44
57;1083;161;1016;11:01:44
57;3001;96;1090;11:01:44
57;1083;75;2870;11:01:44
57;1083;0;3001;11:01:44
57;3001;0;1082;11:01:44
57;1083;0;3007;11:01:44
57;3001;77;1051;19:54:15
57;3001;293;2868;19:54:15
57;1083;17;1827;19:54:15
57;1083;161;1016;19:54:15
57;3001;297;1090;19:54:15
57;1083;75;2870;19:54:15
57;1083;0;3001;19:54:15
57;3001;0;1082;19:54:15
57;1083;40;3007;19:54:15
57;3001;218;1051;04:41:36
57;3001;293;2868;04:41:36
57;1083;40;1827;04:41:36
57;1083;161;1016;04:41:36
57;3001;502;1090;04:41:36
57;1083;75;2870;04:41:36
57;1083;0;3001;04:41:36
57;3001;306;1839;04:41:36
57;3001;0;1082;04:41:36
57;1083;397;3007;04:41:36
57;3001;297;1051;13:28:58
57;3001;293;2868;13:28:58
57;1083;42;1837;13:28:58
57;1083;38;1024;13:28:58
57;3001;190;3063;13:28:58
57;1083;75;2870;13:28:58
57;1083;0;3001;13:28:58
57;3001;306;1839;13:28:58
57;3001;0;1082;13:28:58
57;1083;38;3008;13:28:58
57;3001;66;1356;22:12:56
57;3001;293;2868;22:12:56
57;1083;42;1837;22:12:56
57;1083;178;1024;22:12:56
57;3001;0;2315;22:12:56
57;1083;75;2870;22:12:56
57;1083;0;3001;22:12:56
57;3001;0;1082;22:12:56
57;1083;102;3008;22:12:56
57;3001;42;2305;07:15:40
57;3001;1223;2868;07:15:40
57;1083;46;2358;07:15:40
57;1083;0;1083;07:15:40
57;3001;207;2315;07:15:40
57;1083;131;2370;07:15:40
57;1083;0;3001;07:15:40
57;3001;0;1082;07:15:40
57;1083;531;3008;07:15:40
57;3001;42;2305;16:30:21
57;3001;0;2308;16:30:21
57;1083;46;2358;16:30:21
57;1083;0;1083;16:30:21
57;3001;207;2315;16:30:21
57;1083;131;2370;16:30:21
57;1083;0;3001;16:30:21
57;3001;0;1082;16:30:21
57;1083;531;3008;16:30:21
57;3001;42;2305;01:12:36
57;3001;0;2308;01:12:36
57;1083;38;2359;01:12:36
57;1083;0;1083;01:12:36
57;3001;207;2315;01:12:36
57;1083;131;2370;01:12:36
57;1083;0;3001;01:12:36
57;3001;0;1082;01:12:36
57;1083;531;3008;01:12:36
57;3001;42;2305;09:48:02
57;3001;14;2308;09:48:02
57;1083;38;2359;09:48:02
57;3001;0;1082;09:48:02
57;3001;85;2317;09:48:02
57;1083;131;2370;09:48:02
57;1083;0;3001;09:48:02
57;3001;0;1082;09:48:02
57;1083;531;3008;09:48:02
57;3001;44;2326;18:42:14
57;3001;253;2308;18:42:14
57;1083;87;2360;18:42:14
57;3001;0;1082;18:42:14
57;3001;160;1838;18:42:14
57;1083;38;1349;18:42:14
57;1083;0;3001;18:42:14
57;3001;156;1082;18:42:14
57;1083;580;3008;18:42:14
57;3001;44;2326;03:43:22
57;3001;451;2308;03:43:22
57;1083;36;3003;03:43:22
57;3001;0;1082;03:43:22
57;3001;160;1838;03:43:22
57;1083;38;1349;03:43:22
57;1083;0;3001;03:43:22
57;3001;306;1839;03:43:22
57;3001;156;1082;03:43:22
57;1083;580;3008;03:43:22
57;3001;46;2326;12:35:45
57;3001;559;2308;12:35:45
57;1083;188;3003;12:35:45
57;3001;0;1082;12:35:45
57;3001;197;1839;12:35:45
57;1083;289;1349;12:35:45
57;1083;181;3001;12:35:45
57;3001;306;1839;12:35:45
57;3001;0;1051;12:35:45
57;1083;0;2376;12:35:45
57;3001;2;2868;21:11:11
57;3001;0;3058;21:11:11
57;1083;139;1089;21:11:11
57;3001;0;1082;21:11:11
57;3001;24;7025;21:11:11
