"LineID";"DirectionID";"DistanceFromPoint";"PointID";"Time";"Variance"
6;8834;0;8361;01:05:39;1
6;8472;0;8382;01:05:39;0
6;8834;0;8421;01:05:39;1
6;8834;0;8381;01:05:39;1
6;8472;0;8302;01:05:39;0
6;8472;1;8342;01:05:39;0
6;8834;0;8311;01:05:39;1
6;8833;0;8471;01:05:39;1
6;8472;1;8784;01:05:39;0
6;8472;0;8462;01:05:39;0
6;8472;0;8824;01:05:39;0
6;8834;0;8793;01:05:39;1
6;8472;0;8834;01:05:39;0
6;8834;1;8361;10:07:20;1
6;8472;1;8382;10:07:20;0
6;8834;0;8421;10:07:20;1
6;8834;0;8381;10:07:20;1
6;8472;1;8302;10:07:20;0
6;8472;0;8332;10:07:20;0
6;8834;1;8311;10:07:20;1
6;8833;0;8471;10:07:20;1
6;8472;0;8774;10:07:20;0
6;8472;1;8462;10:07:20;0
6;8472;1;8824;10:07:20;0
6;8834;1;8793;10:07:20;1
6;8472;0;8834;10:07:20;0
6;8834;0;8371;18:53:28;1
6;8472;0;8372;18:53:28;0
6;8834;1;8421;18:53:28;1
6;8834;1;8381;18:53:28;1
6;8472;0;8402;18:53:28;0
6;8472;1;8332;18:53:28;0
6;8834;0;8321;18:53:28;1
6;8833;0;8471;18:53:28;1
6;8472;1;8774;18:53:28;0
6;8834;0;8472;18:53:28;1
6;8472;1;8824;18:53:28;0
6;8834;0;8803;18:53:28;1
6;8472;0;8834;18:53:28;0
6;8834;1;8371;03:40:49;1
6;8472;1;8372;03:40:49;0
6;8834;0;8411;03:40:49;1
6;8834;0;8743;03:40:49;1
6;8472;1;8402;03:40:49;0
6;8472;0;8322;03:40:49;0
6;8834;0;8321;03:40:49;1
6;8833;0;8471;03:40:49;1
6;8472;0;8764;03:40:49;0
6;8834;0;8472;03:40:49;1
6;8472;1;8824;03:40:49;0
6;8834;0;8803;03:40:49;1
6;8472;0;8834;03:40:49;0
6;8834;0;8381;12:14:33;1
6;8472;0;8362;12:14:33;0
6;8834;1;8411;12:14:33;1
6;8834;1;8743;12:14:33;1
6;8472;0;8412;12:14:33;0
6;8472;1;8322;12:14:33;0
6;8834;1;8321;12:14:33;1
6;8833;0;8471;12:14:33;1
6;8472;0;8764;12:14:33;0
6;8834;0;8472;12:14:33;1
6;8472;0;8814;12:14:33;0
6;8834;0;8813;12:14:33;1
6;8472;0;8834;12:14:33;0
6;8834;0;8381;21:27:30;1
6;8472;0;8362;21:27:30;0
6;8834;0;8401;21:27:30;1
6;8834;0;8753;21:27:30;1
6;8472;1;8412;21:27:30;0
6;8472;0;8312;21:27:30;0
6;8834;0;8331;21:27:30;1
6;8833;1;8471;21:27:30;1
6;8472;1;8764;21:27:30;0
6;8834;0;8472;21:27:30;1
6;8472;1;8814;21:27:30;0
6;8834;0;8813;21:27:30;1
6;8472;0;8834;21:27:30;0
6;8834;1;8381;06:21:42;1
6;8472;1;8362;06:21:42;0
6;8834;0;8401;06:21:42;1
6;8834;0;8753;06:21:42;1
6;8472;1;8412;06:21:42;0
6;8472;0;8312;06:21:42;0
6;8834;1;8331;06:21:42;1
6;8833;1;8471;06:21:42;1
6;8472;0;8754;06:21:42;0
