"Time";"LineID";"DirectionID";"DistanceFromPoint";"PointID "
1632096549030;3;6151;0;02:35:01
1632096549030;7;5307;627;02:35:58
1632096549030;7;2351;203;01:17:28
1632096549030;13;4111;314;01:29:07
1632096549030;13;1727;0;02:08:31
1632096549030;13;1727;0;02:08:31
1632096549030;13;4111;48;01:16:48
1632096549030;13;1727;38;01:28:31
1632096549030;27;2429;0;01:19:00
1632096549030;27;1139;381;01:18:55
1632096549030;27;2429;10;02:04:59
1632096549030;27;2500;0;01:40:29
1632096549030;27;1139;111;01:53:31
1632096549030;27;1139;42;01:18:46
1632096549030;29;1528;0;01:43:14
1632096549030;34;9978;173;01:30:24
1632096549030;37;1954;175;02:36:50
1632096549030;43;1951;46;01:32:39
1632096549030;45;9292;34;01:25:25
1632096549030;45;9292;83;01:49:52
1632096549030;45;3420;62;01:56:43
1632096549030;45;3420;339;01:25:31
1632096549030;48;5115;0;02:59:02
1632096549030;48;7142;121;02:59:01
1632096549030;51;6606;393;01:12:03
1632096549030;61;9996;0;01:18:56
1632096549030;61;9996;74;02:47:15
1632096549030;61;1900;42;01:51:58
1632096549030;76;1629;431;02:57:26
