"LineID";"DirectionID";"DistanceFromPoint";"PointID";"Time";"Variance"
88;2838;0;1732;13:03:04;1
88;1727;372;1051;13:03:04;0
88;1727;145;2863;13:03:04;0
88;1727;0;2828;13:03:04;0
88;2838;0;1788;13:03:04;1
88;2838;42;1016;13:03:04;1
88;1727;0;1727;13:03:04;0
88;1727;0;2828;13:03:04;0
88;2838;0;1732;22:14:19;1
88;1727;67;1356;22:14:19;0
88;1727;145;2863;22:14:19;0
88;1727;0;2828;22:14:19;0
88;2838;118;1788;22:14:19;1
88;2838;187;1016;22:14:19;1
88;1727;0;1727;22:14:19;0
88;1727;0;2828;22:14:19;0
88;2838;0;1732;07:03:24;1
88;1727;67;1356;07:03:24;0
88;1727;40;6173;07:03:24;0
88;1727;0;2828;07:03:24;0
88;2838;287;1788;07:03:24;1
88;2838;369;2370;07:03:24;1
88;2838;218;1016;07:03:24;1
88;1727;0;1727;07:03:24;0
88;2838;247;1083;07:03:24;1
88;1727;0;2828;07:03:24;0
88;1727;0;2828;07:03:24;0
88;2838;165;1732;16:33:27;1
88;1727;56;2305;16:33:27;0
88;1727;40;6173;16:33:27;0
88;1727;0;2828;16:33:27;0
88;2838;0;2807;16:33:27;1
88;2838;218;1016;16:33:27;1
88;1727;0;1727;16:33:27;0
88;1727;0;2828;16:33:27;0
88;2838;0;1743;01:27:38;1
88;1727;56;2305;01:27:38;0
88;1727;40;6173;01:27:38;0
88;1727;0;2828;01:27:38;0
88;2838;144;2807;01:27:38;1
88;2838;218;1016;01:27:38;1
88;1727;0;1727;01:27:38;0
88;1727;0;2828;01:27:38;0
88;2838;73;1743;10:23:33;1
88;1727;56;2305;10:23:33;0
88;1727;40;6173;10:23:33;0
88;1727;0;2828;10:23:33;0
88;2838;305;2807;10:23:33;1
88;2838;218;1016;10:23:33;1
88;1727;0;1727;10:23:33;0
88;1727;0;2828;10:23:33;0
88;2838;16;1744;19:22:53;1
88;1727;56;2305;19:22:53;0
88;1727;40;6173;19:22:53;0
88;1727;0;2828;19:22:53;0
88;2838;0;2808;19:22:53;1
88;2838;369;2370;19:22:53;1
88;2838;218;1016;19:22:53;1
88;1727;0;1727;19:22:53;0
88;2838;247;1083;19:22:53;1
88;1727;0;2828;19:22:53;0
88;1727;0;2828;19:22:53;0
88;2838;372;1744;04:32:24;1
88;1727;393;4252;04:32:24;0
88;1727;0;2828;04:32:24;0
88;2838;36;2171;04:32:24;1
88;1727;0;1727;04:32:24;0
88;1727;0;2828;04:32:24;0
88;2838;549;1744;13:23:11;1
88;1727;393;4252;13:23:11;0
88;1727;38;2859;13:23:11;0
88;1727;0;2828;13:23:11;0
88;2838;194;2171;13:23:11;1
88;1727;0;1727;13:23:11;0
